,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,1.0,0.55,0.92,1.0,0.9,1.0,1.0,0.92,0.5,0.59,0.64,1.0,0.86,0.69,0.64,0.46,0.96,1.0
dvd-create.csv,0.28,0.68,0.69,1.0,0.7,0.86,0.99,0.96,0.79,0.86,0.81,0.6,0.8,0.51,0.95,0.78,0.6,0.77
echongl.csv,0.97,0.57,0.68,0.71,0.95,0.86,0.99,0.8,0.9,0.26,0.68,0.83,0.73,0.54,0.7,0.58,0.72,0.89
empserver.csv,0.66,0.83,0.82,1.0,0.89,0.45,0.78,0.99,0.7,0.92,0.88,0.55,0.81,0.68,0.77,0.73,0.57,0.71
gdis.csv,0.45,0.51,0.75,1.0,0.53,0.72,0.53,0.72,0.56,0.58,0.7,0.21,0.81,0.51,0.89,0.59,0.59,0.55
gmerlin.csv,0.73,1.0,1.0,1.0,0.43,0.68,0.76,1.0,0.8,0.94,0.87,0.48,0.49,0.6,1.04,0.89,0.91,0.93
growl-for-windows.csv,0.93,1.0,1.0,1.0,0.73,0.87,0.98,0.66,0.81,0.99,0.61,0.97,0.97,0.76,0.33,0.5,0.99,0.88
mpgravity.csv,0.84,0.45,0.64,0.35,1.0,1.0,0.94,1.0,0.83,1.01,1.0,0.42,0.75,0.8,0.95,0.89,0.67,0.93
myfaces.csv,0.66,0.49,0.58,0.48,0.37,0.82,0.68,0.8,0.8,0.49,0.85,0.35,0.69,0.53,0.89,0.52,0.71,0.57
nativeclient.csv,0.58,0.48,0.85,0.49,0.6,0.55,0.7,0.92,0.65,0.62,0.59,0.44,0.7,0.56,0.82,0.47,0.47,0.58
passwordsafe.csv,0.84,0.27,0.69,0.52,0.75,0.7,0.62,0.92,0.64,0.78,0.58,0.6,0.69,0.43,0.6,0.3,0.72,0.75
phonon-vlc-mplayer.csv,0.57,0.26,0.62,0.67,0.59,0.62,0.6,0.9,0.49,0.8,0.64,0.45,0.79,0.64,0.77,0.42,0.63,0.47
ppcboot.csv,0.89,0.95,0.87,1.0,1.0,0.88,0.49,1.0,0.98,1.0,0.82,0.93,0.97,0.97,0.51,0.89,0.96,1.0
rtrt-on-gpu.csv,0.64,0.85,0.83,0.83,0.55,0.86,0.82,0.44,0.88,0.75,0.75,0.54,0.62,0.72,0.46,0.9,0.74,0.72
sandiaportals.csv,0.73,0.24,0.64,0.75,0.97,0.66,0.5,0.65,0.61,0.81,0.55,0.62,0.72,0.45,0.5,0.27,0.59,0.66
tktoolkit.csv,0.8,0.76,0.5,0.65,0.62,0.6,0.6,0.78,0.91,0.87,0.58,0.84,0.68,0.59,0.72,0.46,0.64,0.88
ultimairis.csv,0.64,0.33,1.0,1.0,0.86,0.7,0.66,1.0,0.76,0.47,0.37,0.55,0.82,0.43,0.5,0.43,0.57,0.59
wikipediardware.csv,0.55,0.77,0.85,0.64,0.85,0.97,0.88,0.67,0.67,0.93,0.93,0.47,0.77,0.78,0.69,0.53,0.8,0.39
