,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.53,0.31,0.2,0.28,0.52,0.54,0.44,0.56,0.53,0.3,0.53,0.38,0.67,0.68,0.64,0.74,0.99,0.27,0.2,0.61
cornerstone.csv,0.43,0.31,0.15,0.18,0.45,0.66,0.35,0.42,0.52,0.52,0.99,0.39,0.68,0.52,0.62,0.71,0.6,0.33,0.11,0.52
emeraldemu.csv,0.55,0.2,0.26,0.36,0.39,0.52,0.36,0.96,0.46,0.39,0.51,0.47,0.73,0.62,0.55,0.64,0.65,0.23,0.17,0.58
grafx2.csv,0.53,0.3,0.21,0.24,0.49,0.45,0.43,0.55,0.44,0.5,0.55,0.56,0.61,0.99,0.53,0.72,0.63,0.5,0.1,0.45
jahshakafx.csv,0.99,0.33,0.29,0.23,0.46,0.27,0.42,0.42,0.4,0.37,0.28,0.26,0.38,0.47,0.49,0.52,0.49,0.3,0.18,0.52
kindb.csv,0.58,0.34,0.21,0.36,0.45,0.6,0.52,0.6,0.56,0.59,0.59,0.42,0.68,0.57,0.77,1.0,0.71,0.5,0.13,0.58
maya-work-in-progress.csv,0.63,0.27,0.14,0.25,0.73,0.64,0.47,0.5,0.55,0.98,0.6,0.24,0.8,0.6,0.8,0.78,0.72,0.54,0.08,0.61
netatalk.csv,0.59,0.35,0.26,0.3,0.38,0.32,0.44,0.58,0.45,0.49,0.53,0.48,0.51,0.52,0.54,0.67,0.54,0.96,0.17,0.56
novembre.csv,0.49,0.34,0.24,0.25,0.44,0.3,1.0,0.52,0.29,0.27,0.44,0.37,0.38,0.48,0.43,0.7,0.62,0.59,0.26,0.51
ns-3.csv,0.53,0.24,0.14,0.24,0.41,0.99,0.41,0.45,0.54,0.45,0.51,0.48,0.73,0.65,0.59,0.78,0.7,0.5,0.11,0.53
nullc.csv,0.2,0.18,0.1,0.23,1.0,0.72,0.44,0.46,0.53,0.45,0.5,0.4,0.82,0.69,0.7,0.78,0.62,0.41,0.06,0.59
open-beos.csv,0.4,0.3,0.21,0.33,0.53,0.45,0.44,0.52,0.96,0.43,0.6,0.44,0.72,0.61,0.72,0.82,0.69,0.38,0.17,0.53
pixel-commandos.csv,0.06,0.15,0.15,0.06,0.0,0.03,0.0,0.07,0.0,0.0,0.04,0.0,0.01,0.0,0.12,0.0,0.18,0.0,1.0,0.05
planeshift.csv,0.54,0.24,0.18,0.26,0.68,0.64,0.43,0.51,0.55,0.61,0.65,0.5,0.99,0.71,0.63,0.78,0.69,0.51,0.12,0.52
plee-the-bear.csv,0.21,0.13,0.94,0.0,0.29,0.3,0.0,0.04,0.26,0.23,0.35,0.2,0.58,0.41,0.19,0.58,0.24,0.25,0.0,0.32
reaper-ecad.csv,0.15,0.14,0.13,0.96,0.04,0.51,0.33,0.42,0.14,0.21,0.54,0.0,0.22,0.23,0.4,0.0,0.12,0.12,0.0,0.26
sbml.csv,0.64,0.27,0.2,0.33,0.59,0.65,0.4,0.56,0.62,0.59,0.51,0.54,0.82,0.54,0.98,0.88,0.71,0.37,0.1,0.65
unimrcp.csv,0.5,0.29,0.31,0.28,0.41,0.33,0.27,0.49,0.3,0.35,0.39,0.98,0.48,0.5,0.4,0.54,0.64,0.24,0.19,0.39
unladen-swallow.csv,0.12,0.73,0.06,0.05,0.47,0.49,0.32,0.19,0.25,0.22,0.5,0.21,0.6,0.32,0.61,0.62,0.35,0.39,0.0,0.42
xmoto.csv,0.67,0.34,0.22,0.23,0.64,0.63,0.45,0.52,0.57,0.5,0.66,0.46,0.75,0.59,0.65,0.79,0.68,0.51,0.15,0.99
