,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.5,0.48,0.5,0.65,0.65,0.64,0.57,0.48,0.57,0.81,0.63,0.91,0.58,0.95,0.57,0.4,0.02,0.85,0.36,0.5
cornerstone.csv,0.62,0.5,0.66,0.78,0.72,0.68,0.74,0.68,0.59,0.63,0.02,0.68,0.68,0.68,0.56,0.69,0.57,0.81,0.59,0.6
emeraldemu.csv,0.5,0.68,0.38,0.53,0.76,0.7,0.67,0.07,0.66,0.72,0.74,0.53,0.51,0.51,0.62,0.58,0.52,0.82,0.4,0.52
grafx2.csv,0.5,0.5,0.43,0.67,0.68,0.7,0.58,0.48,0.66,0.61,0.6,0.42,0.63,0.03,0.64,0.43,0.51,0.53,0.63,0.69
jahshakafx.csv,0.02,0.57,0.61,0.8,0.7,0.84,0.67,0.68,0.72,0.75,0.83,0.85,0.76,0.68,0.67,0.65,0.66,0.79,0.75,0.64
kindb.csv,0.46,0.43,0.42,0.44,0.72,0.62,0.48,0.42,0.54,0.52,0.59,0.6,0.55,0.57,0.48,0.0,0.42,0.49,0.51,0.55
maya-work-in-progress.csv,0.45,0.55,0.68,0.65,0.72,0.61,0.69,0.58,0.56,0.03,0.92,0.82,0.76,0.84,0.7,0.5,0.68,0.63,0.77,0.57
netatalk.csv,0.47,0.5,0.49,0.68,0.78,0.81,0.57,0.49,0.68,0.66,0.61,0.58,0.65,0.63,0.63,0.5,0.61,0.07,0.53,0.57
novembre.csv,0.57,0.5,0.49,0.7,0.72,0.82,0.0,0.55,0.82,0.84,0.69,0.66,0.76,0.69,0.72,0.45,0.52,0.45,0.31,0.62
ns-3.csv,0.51,0.61,0.67,0.64,0.75,0.02,0.75,0.61,0.56,0.73,0.72,0.66,0.72,0.77,0.59,0.54,0.7,0.54,0.61,0.62
nullc.csv,0.89,0.89,0.95,0.92,0.0,0.77,0.95,0.82,0.9,0.85,0.64,0.83,0.96,0.54,0.8,0.7,0.81,0.98,0.8,0.87
open-beos.csv,0.79,0.5,0.43,0.55,0.68,0.73,0.57,0.53,0.07,0.68,0.84,0.81,0.59,0.97,0.53,0.41,0.47,0.81,0.41,0.58
pixel-commandos.csv,0.97,0.89,0.88,0.96,1.0,0.99,1.0,0.96,1.0,1.0,0.98,1.0,0.99,1.0,0.93,1.0,0.9,1.0,0.0,0.97
planeshift.csv,0.58,0.7,0.51,0.58,0.69,0.61,0.84,0.63,0.73,0.51,0.56,0.69,0.03,0.41,0.57,0.41,0.71,0.57,0.52,0.77
plee-the-bear.csv,0.86,0.82,0.12,1.0,0.9,0.85,1.01,0.98,0.84,0.92,0.79,0.86,0.66,0.72,0.96,0.71,0.86,0.85,1.02,0.81
reaper-ecad.csv,0.93,0.89,0.73,0.08,0.98,0.71,0.8,0.66,0.92,0.9,0.76,1.0,0.9,0.86,0.77,1.0,0.94,0.93,1.01,0.84
sbml.csv,0.4,0.58,0.46,0.48,0.59,0.61,0.77,0.51,0.48,0.52,0.64,0.47,0.56,0.61,0.04,0.28,0.54,0.7,0.62,0.46
unimrcp.csv,0.56,0.67,0.5,0.75,0.75,0.8,0.78,0.63,0.81,0.78,0.73,0.01,0.68,0.65,0.76,0.62,0.49,0.86,0.53,0.75
unladen-swallow.csv,0.95,0.32,0.88,0.96,0.86,0.76,0.72,0.88,0.84,0.89,0.75,0.9,0.77,0.8,0.84,0.56,0.83,0.66,1.05,0.79
xmoto.csv,0.34,0.44,0.45,0.76,0.57,0.62,0.57,0.51,0.52,0.6,0.58,0.65,0.53,0.86,0.69,0.44,0.62,0.49,0.45,0.03
