,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.67,0.71,0.73,0.79,0.68,0.81,0.76,0.74,0.36,0.78,0.74,0.79,0.25,0.7,0.41,1.0,0.37,1.0,0.43
bzbyte.csv,0.38,0.0,0.52,0.73,0.83,0.82,0.5,0.0,0.0,0.71,0.62,0.9,0.0,0.66,0.21,0.87,0.17,1.0,0.0
chrysalis.csv,0.73,0.7,0.85,0.79,0.81,0.83,0.83,0.85,0.15,0.82,0.67,0.79,0.26,0.88,0.28,1.0,0.45,1.0,0.4
dspace-gsoc.csv,0.61,0.6,0.75,0.74,0.64,0.83,0.59,0.74,0.14,0.75,0.83,0.75,0.21,0.7,0.21,1.0,0.16,0.98,0.29
fbmanager.csv,0.77,0.75,0.77,0.88,0.92,0.74,0.71,0.91,0.33,0.81,0.65,0.88,0.0,0.84,0.39,1.0,0.4,1.0,0.61
fityk.csv,0.58,0.61,0.65,0.77,0.72,0.83,0.65,0.83,0.16,0.78,0.62,0.74,0.2,0.8,0.23,1.0,0.37,0.98,0.46
fleet-simulator.csv,0.5,0.61,0.48,0.78,0.68,0.79,0.5,0.77,0.22,0.71,0.72,0.82,0.21,0.69,0.3,1.0,0.21,0.98,0.36
freenet.csv,0.5,0.56,0.53,0.77,0.77,0.81,0.5,0.78,0.14,0.71,0.64,0.79,0.18,0.66,0.25,0.76,0.17,0.98,0.31
google-caja.csv,0.71,0.62,0.68,0.85,0.67,0.82,0.57,0.89,0.15,0.82,0.67,0.76,0.24,0.72,0.33,1.0,0.27,0.98,0.31
k3b.csv,0.58,0.71,0.57,0.74,0.69,0.82,0.59,0.74,0.14,0.88,0.66,0.76,0.22,0.67,0.21,0.84,0.17,0.98,0.3
mediaportal.csv,0.57,0.69,1.0,0.88,0.86,0.79,0.7,0.93,0.4,0.89,0.64,1.0,0.33,0.4,0.46,1.0,0.2,1.0,0.56
myfaces.csv,0.65,0.75,0.82,0.81,0.76,0.84,0.69,1.0,0.34,0.85,0.72,0.8,0.26,0.72,0.47,1.0,0.4,1.0,0.43
onotoa.csv,0.35,0.59,0.37,0.65,0.64,0.86,0.37,0.64,0.08,0.6,0.64,0.65,0.14,0.61,0.17,0.72,0.17,0.97,0.21
paintown.csv,0.75,0.65,0.57,0.73,0.7,0.79,0.44,0.71,0.13,0.78,0.75,0.79,0.21,0.76,0.18,0.85,0.18,0.96,0.3
poormans.csv,0.45,0.64,0.42,0.83,0.82,0.77,0.68,0.84,0.26,0.73,0.68,0.8,0.2,0.56,0.49,1.0,0.41,1.0,0.7
sqlpower-library.csv,0.48,0.57,0.52,0.84,0.67,0.8,0.5,0.78,0.16,0.71,0.64,0.73,0.19,0.66,0.24,0.95,0.17,0.98,0.35
triplea.csv,0.61,0.88,0.65,0.76,0.66,0.81,0.57,0.79,0.14,0.79,0.67,0.75,0.22,0.75,0.22,1.0,0.29,0.98,0.33
xamj.csv,0.63,0.73,0.58,0.88,0.66,0.82,0.58,0.74,0.3,0.81,0.7,0.8,0.2,0.79,0.34,1.0,0.29,1.0,0.57
