,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,3.0
bzbyte.csv,7.0,52.0,1.0,0.0,0.0,0.0,4.0,104.0,350.0,0.0,1.0,0.0,636.0,0.0,41.0,6.0,41.0,0.0,338.0
chrysalis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,35.0,0.0,12.0,0.0,2.0,0.0,0.0
dspace-gsoc.csv,5.0,2.0,0.0,1.0,2.0,0.0,5.0,1.0,35.0,0.0,0.0,3.0,9.0,1.0,40.0,0.0,50.0,0.0,0.0
fbmanager.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,636.0,0.0,16.0,0.0,1.0,0.0,1.0
fityk.csv,8.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,30.0,2.0,2.0,3.0,20.0,1.0,31.0,0.0,1.0,0.0,4.0
fleet-simulator.csv,8.0,0.0,9.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,20.0,1.0,5.0,0.0,16.0,1.0,21.0
freenet.csv,3.0,2.0,1.0,0.0,2.0,0.0,5.0,4.0,34.0,0.0,3.0,0.0,23.0,0.0,33.0,7.0,49.0,0.0,0.0
google-caja.csv,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,46.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
k3b.csv,2.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,37.0,0.0,1.0,0.0,19.0,3.0,41.0,7.0,42.0,0.0,0.0
mediaportal.csv,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0
myfaces.csv,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,1.0
onotoa.csv,3.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,37.0,0.0,1.0,0.0,23.0,0.0,41.0,2.0,18.0,0.0,0.0
paintown.csv,0.0,2.0,1.0,0.0,2.0,0.0,6.0,1.0,37.0,0.0,0.0,0.0,2.0,0.0,41.0,2.0,42.0,0.0,0.0
poormans.csv,4.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
sqlpower-library.csv,3.0,2.0,1.0,0.0,4.0,0.0,6.0,3.0,28.0,0.0,1.0,3.0,23.0,0.0,31.0,2.0,10.0,0.0,0.0
triplea.csv,2.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,37.0,0.0,1.0,0.0,5.0,0.0,29.0,0.0,18.0,1.0,0.0
xamj.csv,5.0,0.0,5.0,0.0,2.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,3.0,0.0,1.0
