,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.44,0.38,0.36,0.33,0.32,0.33,0.44,0.34,0.53,0.4,0.39,0.37,0.39,0.55,0.47,0.29,0.7,0.41,0.41
bzbyte.csv,0.97,0.0,0.43,0.39,0.97,0.34,0.42,0.0,0.0,0.39,0.33,0.39,0.0,0.36,0.45,0.33,0.46,0.38,0.0
chrysalis.csv,0.46,0.33,0.62,0.42,0.39,0.43,0.5,0.39,0.44,0.45,0.43,0.54,0.41,0.52,0.4,0.55,0.51,0.35,0.44
dspace-gsoc.csv,0.4,0.35,0.42,0.5,0.38,0.38,0.41,0.45,0.44,0.42,0.37,0.45,0.35,0.36,0.49,0.3,0.63,0.35,0.48
fbmanager.csv,0.53,0.56,0.45,0.38,0.97,0.56,0.43,0.47,0.56,0.67,0.43,0.38,0.0,0.44,0.44,0.71,0.8,0.37,0.57
fityk.csv,0.49,0.32,0.45,0.41,0.37,0.42,0.45,0.45,0.44,0.49,0.45,0.4,0.39,0.38,0.45,0.91,0.89,0.33,0.48
fleet-simulator.csv,0.45,0.3,0.5,0.33,0.35,0.44,0.31,0.35,0.46,0.39,0.33,0.35,0.35,0.39,0.38,0.29,0.61,0.39,0.46
freenet.csv,0.52,0.31,0.51,0.46,0.41,0.42,0.33,0.33,0.43,0.51,0.29,0.39,0.38,0.39,0.57,0.53,0.48,0.33,0.48
google-caja.csv,0.38,0.3,0.35,0.34,0.32,0.31,0.32,0.34,0.42,0.36,0.28,0.34,0.32,0.32,0.38,0.27,0.38,0.31,0.46
k3b.csv,0.45,0.54,0.46,0.42,0.38,0.38,0.41,0.41,0.47,0.41,0.36,0.36,0.46,0.33,0.49,0.39,0.47,0.37,0.53
mediaportal.csv,0.96,0.62,0.5,0.44,0.69,0.68,0.8,0.7,0.87,0.89,0.64,0.9,0.55,0.8,0.75,0.5,0.8,0.6,0.75
myfaces.csv,0.46,0.5,0.73,0.38,0.45,0.41,0.56,0.75,0.52,0.5,0.56,0.43,0.48,0.44,0.62,0.32,0.8,0.41,0.46
onotoa.csv,0.61,0.56,0.96,0.52,0.82,0.47,0.57,0.69,0.51,0.67,0.36,0.96,0.62,0.52,0.54,0.8,0.91,0.57,0.66
paintown.csv,0.43,0.48,0.42,0.41,0.48,0.48,0.35,0.37,0.46,0.44,0.35,0.54,0.44,0.36,0.59,0.4,0.5,0.54,0.48
poormans.csv,0.87,0.4,0.92,0.46,0.4,0.64,0.35,0.56,0.48,0.79,0.45,0.67,0.37,0.8,0.45,0.5,0.94,0.42,0.82
sqlpower-library.csv,0.43,0.33,0.43,0.41,0.36,0.39,0.31,0.35,0.45,0.39,0.3,0.36,0.37,0.36,0.47,0.33,0.61,0.33,0.49
triplea.csv,0.45,0.42,0.42,0.37,0.35,0.43,0.34,0.34,0.43,0.43,0.35,0.39,0.34,0.36,0.43,0.29,0.52,0.32,0.46
xamj.csv,0.46,0.6,0.36,0.46,0.33,0.36,0.36,0.34,0.53,0.46,0.38,0.34,0.38,0.41,0.45,0.5,0.62,0.59,0.48
