,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.54,0.59,0.51,0.54,0.44,0.53,0.39,0.43,0.47,0.5,0.52,0.46,0.5,0.5,0.43
amateur-scrolls.csv,0.96,0.96,0.92,0.68,0.47,0.98,0.69,0.46,0.67,0.86,0.96,0.81,0.83,0.52,0.8
arianne.csv,0.53,0.48,0.45,0.42,0.52,0.48,0.4,0.42,0.42,0.44,0.46,0.43,0.38,0.41,0.38
bl-toolkit.csv,0.43,0.75,0.67,0.49,0.88,0.4,0.56,0.54,0.44,0.53,0.45,0.55,0.38,0.43,0.52
doomlegacy.csv,0.55,0.51,0.42,0.46,0.41,0.48,0.46,0.42,0.59,0.42,0.45,0.43,0.51,0.5,0.36
enlightenment.csv,0.52,0.47,0.58,0.42,0.43,0.37,0.35,0.42,0.42,0.44,0.47,0.4,0.36,0.39,0.36
fritzing.csv,0.5,0.55,0.46,0.57,0.47,0.64,0.52,0.39,0.47,0.46,0.49,0.45,0.55,0.8,0.93
gnukeda.csv,0.57,0.57,0.54,0.44,0.45,0.49,0.35,0.61,0.85,0.53,0.55,0.47,0.61,0.47,0.36
jlinalg.csv,0.44,0.98,0.93,0.57,0.57,0.6,0.47,0.7,0.59,0.64,0.76,0.51,0.98,0.45,0.44
knowledge.csv,0.44,0.49,0.4,0.4,0.45,0.44,0.36,0.41,0.43,0.46,0.46,0.48,0.39,0.5,0.33
massiv.csv,0.83,0.67,0.95,0.67,0.62,0.95,0.0,0.0,0.67,0.67,0.0,0.95,0.0,0.57,0.0
playerstage.csv,0.42,0.59,0.53,0.57,0.42,0.77,0.5,0.38,0.85,0.57,0.48,0.59,0.86,0.69,0.67
psycle.csv,0.47,0.49,0.39,0.48,0.43,0.42,0.36,0.39,0.43,0.43,0.48,0.42,0.49,0.4,0.42
superwaba.csv,0.33,0.39,0.4,0.35,0.4,0.42,0.44,0.32,0.39,0.38,0.47,0.42,0.32,0.35,0.31
wxcrp.csv,0.57,0.53,0.44,0.54,0.46,0.45,0.38,0.45,0.53,0.5,0.84,0.44,0.93,0.53,0.36
