,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.57,0.22,0.5,0.51,0.51,0.43,0.82,0.2,0.55,0.38,0.53,0.8,0.45,0.54,0.5
amateur-scrolls.csv,0.71,0.05,0.04,0.23,0.65,0.26,0.11,0.2,0.05,0.06,0.05,0.23,0.02,0.22,0.0
arianne.csv,0.93,0.95,0.75,1.0,0.69,0.26,0.77,1.0,1.0,0.97,0.94,0.88,1.0,0.96,0.92
bl-toolkit.csv,0.14,0.68,0.32,0.83,0.44,0.73,0.59,0.6,0.14,0.88,0.99,0.66,1.0,0.91,0.69
doomlegacy.csv,0.93,0.5,0.88,0.69,0.65,0.7,0.41,1.0,0.23,0.47,0.88,0.58,0.31,0.39,0.46
enlightenment.csv,1.0,1.0,0.26,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.82,1.0,1.0
fritzing.csv,0.5,0.3,0.42,0.31,0.32,0.25,0.31,0.4,0.68,0.31,0.33,0.44,0.27,0.13,0.08
gnukeda.csv,0.5,0.47,0.66,0.84,0.94,0.65,0.92,0.0,0.23,0.22,0.45,0.66,0.35,0.61,0.92
jlinalg.csv,0.21,0.18,0.17,0.55,0.71,0.38,0.7,0.4,0.27,0.19,0.46,0.66,0.22,0.8,0.85
knowledge.csv,0.07,0.37,0.82,0.57,0.65,0.33,0.89,0.0,0.68,0.38,0.6,0.66,0.78,0.5,0.77
massiv.csv,0.0,0.01,0.07,0.01,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.24,0.0
playerstage.csv,0.14,0.21,0.43,0.37,0.56,0.24,0.24,0.2,0.14,0.12,0.38,0.3,0.13,0.22,0.08
psycle.csv,0.29,0.35,0.82,0.63,0.68,0.47,0.84,0.4,0.59,0.47,0.55,0.62,0.34,0.87,0.38
superwaba.csv,0.14,0.17,0.23,0.43,0.31,0.31,0.3,0.2,0.5,0.31,0.2,0.42,0.65,0.61,0.42
wxcrp.csv,0.86,0.61,0.96,0.23,0.71,0.8,0.82,0.8,0.82,0.69,0.12,0.83,0.15,0.61,0.69
