,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.83,0.82,0.41,0.3,0.59,0.55,0.41,0.98,0.76,0.7,0.63,0.01,0.71,0.34,0.78
amateur-scrolls.csv,0.63,0.81,0.69,0.39,0.5,0.47,0.75,0.96,0.67,0.71,0.57,0.02,0.67,0.6,1.0
arianne.csv,0.75,0.66,0.36,0.29,0.5,0.72,0.44,0.92,0.69,0.56,0.59,0.01,0.63,0.3,0.76
bl-toolkit.csv,0.9,0.55,0.33,0.27,0.41,0.53,0.39,0.94,0.93,0.53,0.58,0.01,0.63,0.3,0.73
doomlegacy.csv,0.77,0.73,0.36,0.32,0.57,0.5,0.56,0.93,0.85,0.62,0.6,0.01,0.71,0.44,0.83
enlightenment.csv,0.78,0.66,0.44,0.29,0.49,0.5,0.41,0.93,0.69,0.55,0.73,0.01,0.62,0.3,0.75
fritzing.csv,0.82,0.8,0.5,0.38,0.68,0.62,0.58,0.96,0.68,0.64,0.72,0.01,0.7,0.4,0.87
gnukeda.csv,0.81,0.68,0.33,0.32,0.46,0.53,0.42,1.0,0.62,0.81,0.62,0.01,0.69,0.35,0.77
jlinalg.csv,0.93,0.69,0.47,0.24,0.45,0.59,0.39,0.91,0.82,0.76,0.55,0.01,0.66,0.34,0.74
knowledge.csv,0.98,0.75,0.38,0.36,0.54,0.63,0.43,1.0,0.73,0.71,0.62,0.01,0.67,0.32,0.78
massiv.csv,1.0,0.67,0.71,0.67,0.65,0.5,0.0,0.0,1.0,1.0,0.0,0.19,0.0,0.52,0.0
playerstage.csv,0.94,0.81,0.47,0.36,0.59,0.61,0.68,0.98,0.77,0.83,0.7,0.01,0.77,0.38,0.93
psycle.csv,0.91,0.78,0.4,0.29,0.56,0.63,0.43,0.97,0.76,0.67,0.65,0.01,0.71,0.33,0.84
superwaba.csv,0.92,0.85,0.64,0.44,0.66,0.61,0.55,0.97,0.71,0.58,0.73,0.01,0.68,0.35,0.84
wxcrp.csv,0.78,0.71,0.34,0.51,0.51,0.49,0.43,0.93,0.68,0.54,0.74,0.0,0.73,0.3,0.79
