,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.38,0.27,0.93,1.0,0.3,0.49,0.5,0.42,0.0,0.33,0.33,0.23,0.39
avisynth2.csv,0.03,0.04,0.0,0.0,0.0,0.03,0.05,0.0,1.0,0.01,0.0,0.0,0.02
beast-mcmc.csv,0.97,0.33,0.22,0.0,0.22,0.39,0.27,0.92,0.67,0.33,0.17,0.18,0.41
dataobjectsdotnet.csv,0.44,0.69,0.27,0.5,0.17,0.37,0.42,0.54,0.33,0.98,0.21,0.18,0.32
exist.csv,0.62,0.39,0.17,0.0,0.3,0.96,0.38,0.46,0.33,0.39,0.09,0.14,0.3
foursquared.csv,0.24,0.22,0.37,0.5,0.09,0.28,0.35,0.96,0.0,0.28,0.14,0.45,0.52
jaxlib.csv,0.05,0.02,0.07,1.0,0.0,0.0,0.02,0.08,0.33,0.0,0.0,0.0,0.1
jrefactory.csv,0.44,0.94,0.37,1.0,0.57,0.46,0.48,0.46,0.33,0.53,0.25,0.5,0.45
nodal.csv,0.17,0.16,0.23,0.0,0.87,0.38,0.2,0.33,0.33,0.13,0.09,0.45,0.13
opendvr.csv,0.7,0.37,0.23,0.5,0.74,0.56,0.58,0.58,0.67,0.5,0.27,1.0,0.53
pokenetonline.csv,0.82,0.65,0.53,1.0,0.52,0.94,1.0,0.92,1.0,0.6,0.68,0.45,0.56
simplewebservices.csv,0.62,0.51,0.4,0.5,0.52,0.36,0.6,0.58,0.33,0.51,0.96,0.5,0.39
uface.csv,0.82,0.55,0.95,0.5,0.78,0.87,0.92,0.96,1.0,0.53,0.01,0.95,0.99
