,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.37,0.45,1.0,0.06,0.23,0.56,0.83,0.4,0.0,0.42,0.46,0.22,0.86
avisynth2.csv,0.5,0.67,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,1.0
beast-mcmc.csv,1.0,0.59,0.65,0.0,0.62,0.76,0.94,0.37,0.13,0.6,0.63,0.27,0.79
dataobjectsdotnet.csv,0.38,0.73,0.62,0.07,0.33,0.64,0.76,0.46,0.06,0.99,0.42,0.29,0.66
exist.csv,0.47,0.67,0.59,0.0,0.39,0.98,0.85,0.33,0.04,0.51,0.43,0.23,0.91
foursquared.csv,0.52,0.58,0.76,0.08,0.29,0.53,0.88,1.0,0.0,0.57,0.42,0.31,0.8
jaxlib.csv,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.92
jrefactory.csv,0.34,1.0,0.56,0.07,0.38,0.71,0.66,0.32,0.08,0.48,0.43,0.38,0.74
nodal.csv,0.58,0.44,0.78,0.0,1.0,0.66,0.67,0.4,0.12,0.4,0.39,0.62,0.78
opendvr.csv,0.4,0.61,0.64,0.03,0.3,0.64,0.73,0.34,0.07,0.4,0.48,1.0,0.65
pokenetonline.csv,0.35,0.51,0.7,0.04,0.25,0.58,1.0,0.47,0.05,0.39,0.49,0.29,0.8
simplewebservices.csv,0.4,0.72,0.62,0.04,0.25,0.62,0.9,0.37,0.03,0.48,1.0,0.39,0.65
uface.csv,0.29,0.57,0.55,0.02,0.24,0.62,0.71,0.39,0.05,0.41,1.0,0.3,1.0
