,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,6.0,1.0,0.0,11.0,2.0,6.0,0.0,0.0,64.0,5.0,0.0,4.0,4.0
avisynth2.csv,2.0,1.0,107.0,49.0,85.0,0.0,0.0,69.0,0.0,0.0,240.0,74.0,0.0
beast-mcmc.csv,0.0,0.0,1.0,49.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,3.0,0.0
dataobjectsdotnet.csv,6.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,15.0,0.0,0.0,4.0,7.0
exist.csv,3.0,0.0,0.0,49.0,2.0,0.0,0.0,12.0,13.0,2.0,0.0,1.0,0.0
foursquared.csv,6.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,64.0,1.0,0.0,0.0,8.0
jaxlib.csv,0.0,0.0,0.0,0.0,85.0,196.0,0.0,1.0,1.0,343.0,240.0,74.0,0.0
jrefactory.csv,4.0,0.0,0.0,8.0,0.0,4.0,0.0,13.0,11.0,1.0,0.0,1.0,4.0
nodal.csv,1.0,0.0,1.0,49.0,0.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,2.0
opendvr.csv,11.0,0.0,3.0,18.0,1.0,5.0,0.0,13.0,10.0,0.0,2.0,0.0,0.0
pokenetonline.csv,8.0,0.0,0.0,23.0,8.0,9.0,0.0,2.0,29.0,0.0,0.0,1.0,7.0
simplewebservices.csv,15.0,1.0,0.0,16.0,0.0,9.0,0.0,2.0,19.0,0.0,0.0,3.0,0.0
uface.csv,1.0,2.0,1.0,28.0,3.0,4.0,3.0,6.0,35.0,2.0,0.0,0.0,0.0
