,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,99.0,482.5,1135.5,1438.5,99.0,289.5,433.5,98.5,98.5,875.5
haphazard.csv,569.0,547.0,495.5,3659.0,97.5,89.5,108.0,98.5,289.0,1128.0
jicarilla.csv,183.0,0.0,566.5,19.5,0.0,19.5,113.0,92.5,0.0,0.0
ondex.csv,99.0,364.0,259.0,959.0,99.0,173.5,29.5,53.5,98.5,553.0
optalgtoolkit.csv,99.0,482.5,1334.5,1151.0,1101.0,89.5,437.5,98.5,1066.0,680.5
ossim.csv,191.0,795.5,461.0,582.0,87.5,87.5,186.0,98.5,1258.0,581.5
projectts.csv,99.0,289.5,641.0,761.0,99.0,289.5,283.5,186.0,1023.5,485.5
sabbu.csv,99.0,387.0,312.0,1250.5,99.0,94.5,186.0,95.5,1142.0,583.0
vxl.csv,94.5,531.0,572.5,855.0,99.0,289.5,91.5,91.5,98.5,292.5
zact.csv,99.0,625.5,382.0,568.0,97.5,0.0,508.0,95.5,394.5,182.0
