,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.27,0.13,0.06,0.44,0.28,0.57,0.04,0.06,0.09,0.42,0.24,0.43,0.24,0.07,0.03,0.51
bdbbasic.csv,0.46,0.21,0.1,0.51,0.26,0.51,0.27,0.32,0.7,0.8,0.31,0.6,0.59,0.53,0.07,0.62
crux-framework.csv,0.3,0.28,0.12,0.35,0.14,0.33,0.56,0.24,0.3,0.22,0.27,0.45,0.0,0.37,0.35,0.11
echongl.csv,0.41,0.34,0.08,0.58,0.4,0.43,0.26,0.59,0.52,0.89,0.33,0.63,0.88,0.64,0.05,0.52
etherboot.csv,0.06,0.59,0.0,0.05,0.47,0.1,0.0,0.7,0.46,0.0,0.33,0.1,0.95,0.0,0.07,0.64
freebios.csv,0.31,0.23,0.05,0.55,0.32,0.16,0.8,0.48,0.28,0.61,0.22,0.57,0.66,0.26,0.07,0.24
gebr.csv,0.46,0.25,0.07,0.71,0.43,0.48,0.66,0.78,0.44,0.83,0.32,0.85,0.93,0.73,0.05,0.64
glelite.csv,0.5,0.25,0.08,0.66,0.44,0.48,0.65,0.77,0.44,0.83,0.28,0.81,0.98,0.73,0.06,0.63
gnukeda.csv,0.49,0.32,0.08,0.76,0.41,0.46,0.32,0.66,0.41,0.7,0.3,0.85,0.79,0.36,0.05,0.64
google-gears.csv,0.56,0.36,0.09,0.48,0.43,0.48,0.47,0.76,0.47,0.84,0.32,0.79,0.96,0.74,0.09,0.65
gstreamer.csv,0.49,0.21,0.03,0.59,0.36,0.49,0.43,0.63,0.47,0.77,0.36,0.77,0.75,0.74,0.06,0.64
jnode.csv,0.0,0.21,0.24,0.48,0.07,0.0,0.21,0.51,0.24,0.21,0.16,0.26,0.03,0.04,0.07,0.13
metacosm.csv,0.42,0.25,0.08,0.52,0.15,0.46,0.17,0.61,0.44,0.51,0.34,0.46,0.51,0.5,0.09,0.69
openmeetings.csv,0.56,0.63,0.11,0.32,0.44,0.53,0.08,0.54,0.42,0.71,0.38,0.44,0.63,0.47,0.13,0.55
tradelink.csv,0.16,0.23,0.08,0.46,0.34,0.44,0.49,0.71,0.57,0.63,0.47,0.35,0.91,0.67,0.05,0.57
wxcrp.csv,0.59,0.23,0.08,0.57,0.42,0.53,0.55,0.84,0.47,0.83,0.41,0.71,0.99,0.72,0.05,0.59
