,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.79,0.86,0.77,0.7,0.77,0.45,0.98,0.97,0.95,0.91,0.84,0.75,1.09,0.96,0.85,0.71
bdbbasic.csv,0.58,0.84,0.59,0.66,0.79,0.55,0.84,0.81,0.28,0.75,0.68,0.6,0.58,0.62,0.59,0.85
crux-framework.csv,0.77,0.64,0.88,0.82,0.91,0.93,0.78,0.88,0.76,0.88,0.79,0.75,1.0,0.77,0.1,0.95
echongl.csv,0.64,0.65,0.94,0.73,0.82,0.68,0.84,0.58,0.53,0.21,0.65,0.65,0.7,0.55,0.81,0.71
etherboot.csv,0.97,0.41,1.0,0.97,0.52,0.95,1.0,0.49,0.6,1.0,1.0,0.95,1.0,1.0,0.74,1.0
freebios.csv,0.85,0.78,0.8,0.77,0.73,0.9,0.28,1.0,0.84,0.57,0.86,0.91,0.61,0.91,0.7,0.85
gebr.csv,0.97,1.0,0.99,1.0,0.89,0.99,1.0,0.35,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0
glelite.csv,0.75,0.91,0.98,0.95,0.93,0.93,0.89,0.5,1.0,1.0,0.9,0.75,0.04,0.98,0.94,0.97
gnukeda.csv,0.87,0.63,0.7,0.36,0.85,0.72,0.86,0.55,0.62,0.87,0.68,0.95,1.06,0.77,0.83,0.9
google-gears.csv,0.46,0.48,0.76,0.66,0.78,0.99,0.93,0.63,0.88,0.95,0.66,0.51,1.0,0.64,0.57,0.87
gstreamer.csv,0.71,0.97,0.96,0.6,0.83,0.89,0.94,0.53,0.82,0.91,0.71,0.62,0.77,0.39,0.91,1.0
jnode.csv,1.0,0.73,0.35,0.7,0.96,1.01,0.88,0.95,0.82,0.89,0.9,0.89,0.99,0.98,0.7,0.93
metacosm.csv,0.66,0.66,0.67,0.63,0.9,0.6,0.91,0.56,0.69,0.84,0.62,0.7,0.73,0.66,0.5,0.41
openmeetings.csv,0.46,0.18,0.53,0.8,0.68,0.51,0.96,0.62,0.62,0.84,0.56,0.73,0.54,0.68,0.4,0.58
tradelink.csv,0.9,0.88,0.89,0.69,0.84,0.64,0.69,0.53,0.42,0.54,0.43,0.79,0.69,0.82,0.8,0.67
wxcrp.csv,0.42,0.94,0.94,0.88,1.0,0.7,0.89,1.0,0.82,0.95,0.53,0.69,0.67,0.78,0.75,0.97
