,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,3.0,30.0,1.0,0.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,41.0,1.0
bdbbasic.csv,2.0,28.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,31.0,1.0
crux-framework.csv,3.0,5.0,8.0,2.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,152.0,1.0,0.0,2.0
echongl.csv,3.0,15.0,1.0,3.0,0.0,2.0,9.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,58.0,7.0
etherboot.csv,0.0,2.0,411.0,0.0,0.0,0.0,99.0,0.0,1.0,136.0,1.0,0.0,0.0,342.0,44.0,1.0
freebios.csv,0.0,9.0,77.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,48.0,0.0
gebr.csv,0.0,45.0,1.0,2.0,0.0,5.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,68.0,1.0
glelite.csv,5.0,35.0,1.0,2.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,65.0,7.0
gnukeda.csv,0.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,70.0,1.0
google-gears.csv,2.0,10.0,1.0,2.0,0.0,5.0,1.0,0.0,8.0,0.0,14.0,0.0,0.0,4.0,35.0,1.0
gstreamer.csv,4.0,43.0,1.0,0.0,4.0,4.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,64.0,1.0
jnode.csv,105.0,7.0,2.0,1.0,0.0,116.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,5.0,21.0,1.0
metacosm.csv,2.0,8.0,53.0,0.0,13.0,0.0,6.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,29.0,0.0
openmeetings.csv,4.0,0.0,40.0,0.0,7.0,3.0,2.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,6.0,3.0
tradelink.csv,3.0,45.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,64.0,1.0
wxcrp.csv,3.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,56.0,1.0
