,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.49,0.44,0.13,0.77,0.64,0.28,0.32,0.72,0.45,0.46
arsenal-1.csv,0.19,0.2,0.7,0.06,0.15,0.06,0.1,0.16,0.09,0.07
barracudamvc.csv,0.77,0.53,0.0,0.0,0.0,0.54,0.0,0.27,0.27,0.0
irplus.csv,0.55,0.64,0.26,0.71,0.68,0.4,0.62,0.75,0.56,0.53
lite.csv,0.2,0.16,0.58,0.11,0.1,0.36,0.24,0.78,0.15,0.13
mumble.csv,0.62,0.32,0.39,0.11,0.84,0.68,0.46,0.36,0.34,0.67
ontopia.csv,0.2,0.48,0.37,0.44,0.71,0.76,0.23,0.5,0.64,0.5
openintents.csv,0.37,0.65,0.13,0.68,0.35,0.36,0.37,0.69,0.24,0.36
ta3d.csv,0.35,0.16,0.5,0.06,0.14,0.32,0.32,0.09,0.09,0.55
tweetsharp.csv,0.38,0.54,0.51,0.45,0.65,0.55,0.44,0.33,0.75,0.54
