,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.86,0.37,0.75,0.6,0.58,0.76,0.44,0.46,0.72,0.71
arsenal-1.csv,0.8,0.33,0.66,0.5,0.38,0.57,0.4,1.0,0.75,1.0
barracudamvc.csv,0.94,0.43,0.46,0.39,0.28,0.86,0.36,0.27,0.75,0.69
irplus.csv,0.84,0.46,0.6,0.59,0.45,0.79,0.56,0.41,0.74,0.75
lite.csv,0.75,0.23,0.62,0.5,0.22,0.83,0.42,0.5,1.0,0.8
mumble.csv,0.87,0.41,0.36,0.29,0.64,0.88,0.3,0.24,0.65,0.74
ontopia.csv,0.78,0.41,0.53,0.41,0.37,0.94,0.31,0.25,0.78,0.7
openintents.csv,0.85,0.58,0.45,0.5,0.17,0.81,0.36,0.34,0.66,0.64
ta3d.csv,0.81,0.6,0.44,1.0,0.19,0.81,0.64,0.17,1.0,0.76
tweetsharp.csv,0.9,0.5,0.49,0.41,0.38,0.95,0.31,0.24,0.89,0.69
