,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.62,0.27,0.15,0.22,0.35,1.0,0.22,0.19,0.18,0.12,0.28,0.33
emite.csv,0.34,0.38,0.18,0.17,0.31,0.19,0.3,0.23,0.32,0.05,0.97,0.44
geogebra.csv,0.53,0.58,0.18,0.25,0.21,0.36,0.51,0.28,0.41,0.0,0.5,0.97
hibernate.csv,0.3,0.52,0.11,0.22,0.35,0.22,0.31,0.23,0.95,0.0,0.06,0.33
httpcontentparser.csv,0.43,0.38,0.89,0.27,0.22,0.3,0.23,0.24,0.23,0.05,0.19,0.2
megameknet.csv,0.64,0.63,0.16,0.33,0.33,0.68,0.94,0.29,0.42,0.1,0.21,0.41
myfaces.csv,0.74,0.71,0.23,0.91,0.24,0.84,0.31,0.29,0.41,0.09,0.51,0.33
ns-3.csv,0.97,0.67,0.29,0.23,0.37,0.69,0.42,0.21,0.38,0.1,0.29,0.4
ondex.csv,0.05,0.07,0.08,0.04,0.14,0.06,0.11,0.97,0.24,0.0,0.35,0.28
pixel-commandos.csv,0.17,0.27,0.21,0.27,0.41,0.1,0.33,0.17,0.27,1.0,0.0,0.31
rsyslog.csv,0.42,0.98,0.33,0.3,0.5,0.78,0.48,0.26,0.47,0.19,0.31,0.49
wow-qrsk.csv,0.41,0.36,0.2,0.31,0.97,0.17,0.44,0.36,0.39,0.19,0.25,0.35
