,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.72,1.0,0.09,0.26,0.25,1.0,0.34,0.18,0.26,0.06,0.5,0.43
emite.csv,0.65,1.0,0.12,0.12,0.22,0.46,0.2,0.21,0.29,0.03,1.0,0.35
geogebra.csv,0.65,0.68,0.21,0.2,0.14,0.77,0.68,0.33,0.27,0.0,0.39,0.98
hibernate.csv,0.64,0.69,0.07,0.13,0.4,0.76,0.33,0.17,1.0,0.0,1.0,0.27
httpcontentparser.csv,0.69,0.5,0.94,0.21,0.14,0.82,0.42,0.35,0.28,0.03,0.36,0.15
megameknet.csv,0.69,0.58,0.09,0.22,0.26,0.75,0.97,0.19,0.35,0.06,0.31,0.29
myfaces.csv,0.65,0.55,0.13,0.93,0.15,0.73,0.2,0.19,0.27,0.05,0.38,0.21
ns-3.csv,0.96,0.53,0.18,0.14,0.24,0.78,0.28,0.14,0.3,0.05,0.39,0.31
ondex.csv,0.67,1.0,0.2,0.11,0.43,1.0,0.67,1.0,0.28,0.0,0.38,0.38
pixel-commandos.csv,0.88,1.0,0.33,0.32,0.66,1.0,0.59,0.29,0.48,1.0,0.0,0.6
rsyslog.csv,0.69,1.0,0.23,0.2,0.38,0.82,0.39,0.18,0.46,0.11,0.5,0.36
wow-qrsk.csv,0.89,0.86,0.12,0.25,1.0,1.0,0.45,0.24,0.47,0.11,0.35,0.3
