,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.0,0.0,5.0,5.0,67.0,0.0,9.0,2.0,3.0,22.0,0.0,12.0
emite.csv,1.0,0.0,4.0,19.0,18.0,0.0,3.0,0.0,22.0,24.0,0.0,3.0
geogebra.csv,0.0,3.0,5.0,50.0,56.0,0.0,2.0,0.0,13.0,94.0,3.0,0.0
hibernate.csv,1.0,0.0,3.0,37.0,1.0,1.0,23.0,0.0,0.0,94.0,0.0,6.0
httpcontentparser.csv,0.0,3.0,0.0,22.0,127.0,0.0,0.0,0.0,1.0,28.0,2.0,8.0
megameknet.csv,0.0,7.0,5.0,13.0,13.0,0.0,0.0,0.0,28.0,16.0,2.0,6.0
myfaces.csv,0.0,2.0,4.0,0.0,52.0,0.0,5.0,2.0,13.0,36.0,3.0,9.0
ns-3.csv,0.0,2.0,4.0,14.0,65.0,0.0,4.0,2.0,21.0,7.0,4.0,1.0
ondex.csv,1.0,0.0,0.0,8.0,16.0,0.0,1.0,0.0,22.0,94.0,0.0,20.0
pixel-commandos.csv,0.0,0.0,2.0,6.0,3.0,0.0,1.0,3.0,2.0,0.0,70.0,2.0
rsyslog.csv,1.0,0.0,1.0,6.0,3.0,0.0,2.0,0.0,12.0,3.0,3.0,1.0
wow-qrsk.csv,0.0,0.0,27.0,27.0,0.0,0.0,12.0,2.0,2.0,8.0,2.0,5.0
