,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.62,0.85,0.77,0.82,0.58,0.0,0.85,0.81,0.87,0.66,0.82,0.75
emite.csv,0.81,0.77,0.72,0.78,0.64,0.95,0.77,0.78,0.74,0.84,0.06,0.52
geogebra.csv,0.72,0.56,0.85,0.7,0.82,0.79,0.6,0.76,0.87,1.0,0.92,0.05
hibernate.csv,0.83,0.61,0.84,0.76,0.7,0.88,0.73,0.74,0.09,1.0,0.97,0.66
httpcontentparser.csv,0.74,0.77,0.15,0.67,0.83,0.82,0.84,0.82,0.83,0.83,0.89,0.87
megameknet.csv,0.67,0.62,0.76,0.5,0.63,0.65,0.09,0.67,0.61,0.77,0.88,0.57
myfaces.csv,0.89,0.88,0.64,0.1,0.89,0.97,0.87,0.66,0.9,0.88,1.0,0.91
ns-3.csv,0.08,0.84,0.49,0.78,0.67,0.6,0.64,0.78,0.68,0.63,0.82,0.56
ondex.csv,0.97,0.96,0.95,0.98,0.92,0.97,0.94,0.06,0.82,1.0,0.79,0.78
pixel-commandos.csv,0.91,0.85,0.85,0.77,0.7,0.95,0.77,0.88,0.82,0.0,1.0,0.8
rsyslog.csv,0.75,0.04,0.5,0.54,0.39,0.5,0.47,0.69,0.56,0.37,0.79,0.46
wow-qrsk.csv,0.73,0.77,0.64,0.63,0.07,0.91,0.59,0.56,0.69,0.37,0.85,0.64
