,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,98.5,98.5,198.0,98.5,95.5,98.5,98.5,99.0,98.5,3489.0,292.5
biopax.csv,98.5,99.0,99.0,98.5,97.5,98.5,98.5,99.0,98.5,4479.0,293.5
crux-framework.csv,92.5,99.0,1108.0,115.0,193.0,97.5,94.5,198.0,95.5,548.5,97.5
kml.csv,98.5,99.0,99.0,98.5,97.5,98.5,98.5,99.0,98.5,4479.0,293.5
les-indemodables.csv,98.5,98.5,297.0,98.5,97.5,98.5,98.5,98.5,98.5,2650.0,190.0
metacosm.csv,98.5,87.5,99.0,95.5,97.5,96.5,98.5,99.0,178.0,1132.5,195.0
moviesandbox.csv,98.5,97.5,393.0,98.5,246.5,98.5,98.5,99.0,178.0,3252.0,97.5
sigil.csv,98.5,89.5,196.0,98.5,95.5,98.5,98.5,99.0,98.5,3486.5,293.5
unflobtactical.csv,98.5,99.0,297.0,98.5,64.5,98.5,98.5,198.0,98.5,4176.0,195.0
xtreemfs.csv,98.5,99.0,99.0,98.5,95.5,98.5,98.5,99.0,95.5,3020.0,195.0
yale.csv,98.5,99.0,197.0,98.5,97.5,98.5,95.5,99.0,95.5,1577.0,97.5
