,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.5,0.53,0.61,0.43,0.53,0.4,0.0
gstreamer.csv,0.45,0.57,0.47,0.47,0.47,0.41,0.46
ifmo-game-1.csv,0.79,0.67,0.94,0.8,0.92,0.73,0.83
pi-qmc.csv,0.53,0.5,0.49,0.4,0.48,0.39,0.43
quarkplusplus.csv,0.67,0.56,0.51,0.94,0.83,0.81,0.94
xapian.csv,0.6,0.57,0.57,0.69,0.62,0.53,0.53
zemljanka.csv,0.5,0.64,0.44,0.4,0.52,0.53,0.48
