,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.59,0.7,0.55,0.71,0.39,0.47,1.0
gstreamer.csv,0.74,0.6,0.85,0.71,0.85,0.4,0.49
ifmo-game-1.csv,0.27,0.96,0.79,0.96,0.83,0.71,0.97
pi-qmc.csv,0.8,0.71,0.77,0.69,0.27,0.86,0.78
quarkplusplus.csv,0.55,0.54,0.63,0.66,0.82,0.74,0.96
xapian.csv,0.65,0.69,0.77,0.41,0.76,0.65,0.63
zemljanka.csv,0.61,0.81,0.96,0.94,0.8,0.76,0.2
