,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.48,0.56,0.43,0.54,0.66,0.96
ingex.csv,0.18,0.44,0.15,0.61,0.93,0.18
jgnash.csv,0.31,0.97,0.49,0.3,0.2,0.46
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.24,0.14,0.97,0.37,0.12
openefm.csv,0.92,0.67,0.14,0.17,0.36,0.24
yarp0.csv,0.5,0.62,1.0,0.54,0.63,0.51
