,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.82,0.67,0.61,0.57,0.44,0.02
ingex.csv,0.03,0.21,0.08,0.52,0.06,0.12
jgnash.csv,0.24,0.0,0.16,0.34,0.36,0.42
mp-rechnungs-und-kundenverwaltung.csv,0.15,0.13,0.21,0.0,0.42,0.17
openefm.csv,0.01,0.47,0.16,0.96,0.06,0.17
yarp0.csv,0.79,0.65,0.0,0.78,0.58,0.73
