,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.33,0.15,0.23,0.32,0.48,0.98
ingex.csv,0.71,0.25,0.4,0.37,0.9,0.43
jgnash.csv,0.36,1.0,0.54,0.26,0.22,0.39
mp-rechnungs-und-kundenverwaltung.csv,0.44,0.21,0.2,1.0,0.32,0.27
openefm.csv,0.97,0.21,0.25,0.32,0.75,0.42
yarp0.csv,0.32,0.17,1.0,0.33,0.42,0.36
