,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,196.5,78.5,296.5,95.5,378.5,99.0,95.5,736.5,289.5,98.5
gamestone.csv,64.5,78.5,180.0,98.5,184.0,44.5,0.0,1770.0,88.5,93.5
gbif-providertoolkit.csv,97.5,1117.5,296.5,98.5,282.5,99.0,195.0,828.0,191.0,98.5
heekscad.csv,196.5,67.5,188.0,197.5,475.0,97.5,291.5,1202.0,289.5,98.5
igarden.csv,196.5,67.5,97.5,197.5,533.0,94.5,289.5,1442.0,289.5,98.5
levent.csv,196.5,136.0,197.5,77.5,572.5,99.0,289.5,166.5,0.0,98.5
owlapi.csv,94.5,767.0,296.5,93.5,627.5,99.0,390.0,693.5,289.5,98.5
pnotepad.csv,196.5,78.5,296.5,197.5,761.5,99.0,291.5,3485.0,289.5,98.5
quark.csv,97.5,67.5,83.5,86.5,425.5,0.0,21.5,268.5,289.5,75.5
xcsoar.csv,196.5,233.5,180.0,95.5,283.5,97.5,290.5,1403.5,289.5,93.5
