,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.07,0.01,0.51,0.35,0.57,0.57,0.48,0.53,0.23,0.0,0.8,0.33,0.18,0.52,0.37,0.23
codeblocks.csv,0.76,0.76,0.49,0.47,0.81,0.93,0.74,0.53,0.62,0.56,1.0,0.73,0.67,0.23,0.51,0.16
grisbi.csv,0.79,0.78,0.86,0.98,0.81,0.93,0.86,0.94,0.85,1.0,1.0,0.88,0.78,0.55,0.81,0.78
libmesh.csv,0.31,0.51,0.49,0.26,0.48,0.07,0.14,0.19,0.73,1.0,1.0,0.42,0.7,0.97,0.73,0.0
mesa3d.csv,0.29,0.52,0.31,0.56,0.0,0.83,0.36,0.57,0.46,0.89,0.4,0.33,0.56,0.48,0.48,0.57
panda3d.csv,0.24,0.43,0.4,0.4,0.52,0.53,0.58,0.04,0.19,0.67,0.4,0.54,0.52,0.68,0.37,0.22
proftp.csv,0.05,0.27,0.49,0.09,0.24,0.77,0.44,0.09,0.08,0.0,0.2,0.4,0.06,0.61,0.08,0.0
qmmp.csv,0.57,0.42,0.43,0.79,0.57,0.53,0.73,0.86,0.92,0.78,0.6,0.38,0.72,0.52,0.65,0.65
red5.csv,0.86,0.91,0.54,0.72,0.86,0.8,0.48,0.79,0.88,0.89,1.0,0.88,0.93,0.61,0.81,0.97
soar.csv,0.86,0.99,0.83,0.93,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.95,0.65,0.95,1.0
super-tux.csv,0.4,0.9,0.6,0.56,0.71,0.97,0.64,0.85,0.73,1.0,0.8,0.79,0.92,0.16,0.73,0.84
t-2.csv,0.45,0.86,0.4,0.19,0.9,0.1,0.97,0.62,0.5,1.0,1.0,0.52,0.91,0.84,0.6,0.33
tart.csv,0.29,0.22,0.74,0.53,0.71,1.0,0.95,0.42,0.62,1.0,1.0,0.29,0.37,0.61,0.57,0.01
tcvp.csv,0.05,0.16,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.78,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.1,0.52,0.69,0.3,0.38,0.53,0.42,0.05,0.19,0.56,0.6,0.46,0.45,0.55,0.32,0.52
xbrlapi.csv,0.74,0.07,0.63,0.6,0.48,0.37,0.45,0.31,0.31,0.0,0.2,0.31,0.01,0.87,0.19,0.0
