,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.77,0.26,0.37,0.0,1.0,0.05,0.88,0.0,0.05,0.87,0.08,0.1,0.66
fido.csv,0.71,0.21,0.0,0.0,1.0,0.24,0.76,0.18,0.0,1.0,0.0,0.33,0.72
fleet-simulator.csv,0.82,0.28,0.38,0.58,0.67,0.04,0.77,0.21,0.05,1.0,0.05,0.15,0.77
fluent-nhibernate.csv,1.0,0.25,0.47,0.7,0.8,0.06,0.83,0.27,0.06,1.0,0.22,0.33,0.79
galaxium.csv,0.86,0.37,0.67,0.79,0.58,0.07,0.85,0.23,0.05,1.0,0.1,0.18,0.73
itext.csv,0.74,0.28,0.3,0.8,0.24,0.04,0.76,0.23,0.05,0.87,0.09,0.1,0.67
mecat.csv,0.91,0.42,0.0,1.0,0.67,0.0,1.0,0.4,0.33,0.0,0.0,0.31,0.0
mediaportal.csv,0.89,0.86,0.71,0.8,0.47,0.0,1.0,0.35,0.25,1.0,0.17,0.24,1.0
ninject.csv,0.7,0.27,0.27,0.72,0.41,0.04,0.86,0.21,0.05,0.58,0.33,0.1,0.79
smartgwt.csv,0.76,0.29,0.28,0.33,0.45,0.05,0.79,0.25,0.0,0.42,0.09,0.1,0.79
sqlpower-library.csv,0.87,0.26,0.31,0.53,0.17,0.04,0.76,0.19,0.06,1.0,0.08,0.21,0.78
stuproa-cims.csv,0.71,0.55,0.73,0.86,0.76,0.0,0.0,0.3,0.06,1.0,0.1,0.26,0.75
uface.csv,0.8,0.3,0.39,0.57,0.33,0.04,0.79,0.22,0.07,1.0,0.11,0.1,0.97
