,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.59,0.55,0.71,0.69,0.53,0.38,0.71,0.27,0.74,0.55,0.63,0.62,0.64,0.36,0.65,0.97,0.42,0.56,0.67
bzbyte.csv,0.22,0.0,0.0,0.55,0.16,0.0,0.56,0.0,0.0,0.0,0.35,0.76,0.0,0.0,0.0,0.0,0.05,0.82,0.0
chrysalis.csv,0.49,0.67,0.37,0.66,0.63,0.42,0.6,0.65,0.5,0.51,0.42,0.37,0.61,0.55,0.7,0.42,0.84,0.87,0.62
dspace-gsoc.csv,0.7,0.49,0.57,0.52,0.36,0.39,0.7,0.53,0.21,0.64,0.7,0.5,0.6,0.62,0.54,0.89,0.54,0.0,0.13
fbmanager.csv,0.54,0.43,0.72,0.64,0.23,0.3,0.59,0.57,0.63,0.33,0.44,0.57,0.0,0.52,0.71,0.31,0.42,0.75,0.49
fityk.csv,0.62,0.5,0.6,0.64,0.65,0.59,0.7,0.62,0.59,0.56,0.48,0.45,0.43,0.71,0.41,0.24,0.42,0.0,0.69
fleet-simulator.csv,0.57,0.43,0.48,0.67,0.55,0.48,0.0,0.61,0.75,0.0,0.68,0.65,0.5,0.57,0.75,0.97,0.58,0.0,0.65
freenet.csv,0.58,0.0,0.49,0.64,0.69,0.51,0.17,0.57,0.13,0.55,0.5,0.6,0.2,0.42,0.64,0.0,0.37,0.0,0.43
google-caja.csv,0.68,0.58,0.67,0.74,0.53,0.39,0.65,0.82,0.49,0.58,0.53,0.0,0.68,0.65,0.76,0.84,0.79,0.0,0.17
k3b.csv,0.68,0.55,0.61,0.55,0.55,0.39,0.61,0.51,0.37,0.65,0.52,0.24,0.61,0.52,0.35,0.0,0.05,0.0,0.42
mediaportal.csv,0.23,0.32,0.07,0.52,0.34,0.23,0.3,0.37,0.45,0.17,0.29,0.22,0.58,0.06,0.43,0.42,0.05,0.31,0.32
myfaces.csv,0.57,0.51,0.3,0.69,0.52,0.56,0.45,0.31,0.74,0.43,0.4,0.51,0.56,0.53,0.49,0.74,0.09,0.53,0.66
onotoa.csv,0.31,0.5,0.31,0.22,0.4,0.62,0.38,0.36,0.32,0.39,0.45,0.29,0.41,0.46,0.37,0.24,0.34,0.0,0.39
paintown.csv,0.71,0.59,0.6,0.24,0.62,0.45,0.0,0.0,0.27,0.6,0.72,0.54,0.6,0.69,0.46,0.0,0.33,0.0,0.13
poormans.csv,0.29,0.51,0.18,0.47,0.57,0.27,0.78,0.39,0.64,0.44,0.45,0.25,0.52,0.34,0.75,0.05,0.3,0.58,0.35
sqlpower-library.csv,0.0,0.2,0.0,0.67,0.4,0.49,0.0,0.62,0.59,0.0,0.0,0.23,0.0,0.0,0.52,0.71,0.46,0.0,0.62
triplea.csv,0.63,0.74,0.6,0.59,0.32,0.53,0.65,0.66,0.13,0.69,0.57,0.51,0.62,0.68,0.35,0.97,0.82,0.0,0.55
xamj.csv,0.61,0.38,0.64,0.5,0.41,0.53,0.64,0.44,0.72,0.66,0.63,0.63,0.56,0.62,0.71,0.46,0.48,0.34,0.7
