,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.0,0.94,0.32,0.13,0.06,0.26,0.22,0.21,0.0,0.0,0.14,0.26
emono.csv,0.25,0.06,0.08,0.09,0.44,0.28,0.07,0.27,0.0,0.0,0.59,0.99
freedom-erp.csv,0.15,0.0,0.27,0.0,0.0,0.1,0.07,1.0,0.0,0.0,0.0,0.01
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,1.0,0.12,0.41,0.04,0.33,0.67,0.56,0.53,0.0,0.0,0.45,0.04
jmonkeyengine.csv,0.25,0.0,0.1,0.09,1.0,0.41,0.01,0.13,0.12,1.0,0.09,0.06
jsidplay2.csv,0.65,0.44,1.0,0.43,0.89,0.62,0.23,0.76,0.5,0.5,0.67,0.94
matrex.csv,0.7,0.25,0.46,0.04,0.11,0.44,0.97,0.55,0.12,0.0,0.0,0.11
mediate.csv,0.65,0.69,0.49,0.48,0.39,0.97,0.62,0.44,0.5,0.0,0.51,0.45
mesa3d.csv,0.4,0.12,0.31,0.3,0.22,0.62,0.14,0.68,0.25,0.5,0.9,0.14
pustefix.csv,0.2,0.69,0.41,0.91,0.39,0.21,0.25,0.33,0.25,1.0,0.38,0.11
reaper3d.csv,0.0,0.25,0.12,0.04,0.06,0.18,0.08,0.0,1.0,1.0,0.01,0.0
