,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.8,0.93,0.66,0.0,0.02,1.0,0.75,0.0,1.0,0.98,1.0,1.0,0.98
fido.csv,0.11,0.58,0.0,0.0,0.01,1.0,0.49,0.06,0.0,0.22,0.0,0.24,0.91
fleet-simulator.csv,0.91,0.84,0.86,1.0,0.48,1.0,0.75,0.95,1.0,0.96,0.4,0.59,0.93
fluent-nhibernate.csv,0.13,0.33,0.71,0.47,0.18,0.5,0.51,0.59,0.33,0.06,0.4,0.94,0.35
galaxium.csv,0.65,0.42,0.74,0.56,0.62,0.5,0.49,0.77,0.67,0.83,0.8,0.82,0.77
itext.csv,0.8,0.98,0.97,0.71,1.0,1.0,1.0,0.9,1.0,0.98,1.0,1.0,0.99
mecat.csv,0.22,0.15,0.0,0.06,0.32,0.0,0.05,0.05,1.0,0.0,0.0,0.24,0.0
mediaportal.csv,0.35,0.11,0.34,0.12,0.47,0.0,0.16,0.6,0.67,0.17,0.2,0.65,0.3
ninject.csv,0.61,0.49,0.63,0.62,0.85,0.25,0.42,0.5,0.33,0.2,1.0,0.59,0.35
smartgwt.csv,0.35,0.76,0.49,0.15,0.76,1.0,0.86,0.52,0.0,0.09,1.0,1.0,0.86
sqlpower-library.csv,0.72,0.71,0.97,1.0,0.48,1.0,0.82,1.0,1.0,0.72,0.8,0.76,0.54
stuproa-cims.csv,0.43,0.58,0.23,0.18,0.63,0.0,0.0,0.34,0.33,0.02,0.8,0.59,0.77
uface.csv,0.7,0.73,0.77,0.74,0.99,1.0,0.91,0.93,1.0,0.37,1.0,0.94,0.94
