,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.84,0.75,1.0,0.67,0.8,0.67,0.0,1.0,0.88,0.74,0.5
arsenal-1.csv,0.81,1.0,0.43,0.0,0.69,0.32,0.1,0.85,0.83,0.83,0.19
barracudamvc.csv,1.0,0.47,0.39,0.31,0.62,0.26,0.2,0.93,0.78,0.86,0.22
cascading.csv,0.89,0.58,0.57,0.37,0.35,0.25,0.27,0.91,0.98,0.83,0.25
emisview.csv,0.85,0.5,0.55,1.0,0.62,0.3,0.25,0.89,0.76,0.75,0.21
jitterbit.csv,0.86,0.5,0.56,0.35,0.67,0.99,0.27,1.0,0.84,1.0,0.3
jppf-project.csv,0.85,0.49,0.43,0.31,0.66,0.21,0.18,0.99,0.77,0.83,0.24
mevenide.csv,0.78,0.5,0.44,0.26,0.63,0.36,0.19,0.89,0.73,0.83,1.0
mycila.csv,0.83,0.47,0.5,0.18,0.59,0.16,1.0,0.86,0.79,0.89,0.16
ontopia.csv,0.81,0.43,0.3,0.31,0.65,0.16,0.47,0.89,0.74,1.0,0.12
trackit.csv,0.73,0.4,0.17,0.22,1.0,0.21,0.15,0.87,0.74,0.84,0.2
