,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.25,0.03,0.0,0.06,0.04,0.06,0.12,0.0,0.06,0.36,0.07
arsenal-1.csv,0.4,0.0,0.13,0.06,0.17,0.47,0.67,1.0,0.03,0.07,0.15
barracudamvc.csv,0.0,0.94,0.97,0.94,0.96,0.97,0.98,0.75,0.91,0.71,0.95
cascading.csv,0.3,0.42,0.42,0.42,0.48,0.25,0.38,0.75,0.06,0.5,0.5
emisview.csv,0.2,0.1,0.45,0.0,0.35,0.19,0.07,0.5,0.33,0.64,0.3
jitterbit.csv,0.45,0.61,0.35,0.28,0.17,0.0,0.26,0.0,0.15,0.0,0.42
jppf-project.csv,0.85,0.87,0.84,0.91,0.57,0.79,0.88,0.12,0.97,0.71,0.91
mevenide.csv,0.8,0.26,0.45,0.81,0.48,0.46,0.52,0.75,0.12,0.5,0.0
mycila.csv,0.3,0.32,0.32,0.17,0.52,0.26,0.0,0.25,0.3,0.43,0.24
ontopia.csv,0.8,0.94,0.52,0.87,0.83,0.75,0.19,0.75,0.67,0.0,0.64
trackit.csv,0.6,0.19,0.16,0.13,0.0,0.63,0.26,0.25,0.27,0.5,0.49
