,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.38,0.19,1.0,0.38,0.17,0.45,0.0,0.3,0.22,0.29,0.29
arsenal-1.csv,0.46,0.98,0.21,0.0,0.33,0.41,0.15,0.61,0.08,0.12,0.13
barracudamvc.csv,1.0,0.63,0.54,0.46,0.73,0.41,0.33,0.87,0.85,0.83,0.35
cascading.csv,0.59,0.62,0.65,0.45,0.21,0.24,0.37,0.77,0.99,0.58,0.34
emisview.csv,0.34,0.18,0.64,0.98,0.42,0.25,0.14,0.51,0.43,0.48,0.23
jitterbit.csv,0.66,0.58,0.6,0.35,0.3,0.97,0.32,0.26,0.35,0.21,0.39
jppf-project.csv,0.87,0.65,0.59,0.47,0.63,0.31,0.29,0.99,0.85,0.74,0.37
mevenide.csv,0.65,0.37,0.47,0.37,0.54,0.48,0.27,0.67,0.17,0.58,0.95
mycila.csv,0.41,0.39,0.48,0.12,0.49,0.14,0.95,0.23,0.46,0.75,0.15
ontopia.csv,0.72,0.56,0.31,0.47,0.75,0.23,0.56,0.68,0.63,1.0,0.17
trackit.csv,0.44,0.22,0.07,0.12,1.0,0.29,0.17,0.24,0.33,0.63,0.27
