,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.29,0.13,1.0,0.3,0.12,0.39,0.0,0.2,0.16,0.21,0.25
arsenal-1.csv,0.35,0.97,0.17,0.0,0.26,0.58,0.31,0.0,0.05,0.09,0.12
barracudamvc.csv,1.0,0.24,0.13,0.24,0.17,0.13,0.09,0.56,0.32,0.59,0.2
cascading.csv,0.48,0.65,0.72,0.57,0.17,0.26,0.6,0.5,0.98,0.46,0.52
emisview.csv,0.25,0.13,0.71,0.97,0.36,0.26,0.12,0.38,0.34,0.36,0.28
jitterbit.csv,0.53,0.6,0.64,0.39,0.24,0.96,0.44,0.18,0.26,0.15,0.56
jppf-project.csv,0.45,0.42,0.47,0.33,0.56,0.42,0.38,0.97,0.13,0.53,0.32
mevenide.csv,0.41,0.34,0.51,0.44,0.47,0.65,0.5,0.43,0.11,0.46,0.92
mycila.csv,0.32,0.37,0.48,0.11,0.42,0.16,0.92,0.16,0.36,0.62,0.17
ontopia.csv,0.45,0.23,0.34,0.41,0.48,0.35,0.72,0.44,0.49,1.0,0.29
trackit.csv,0.32,0.18,0.06,0.11,1.0,0.43,0.23,0.17,0.24,0.5,0.4
