,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.54,0.93,0.71,0.58
n2cms.csv,0.71,0.64,0.47,0.92
nassp.csv,0.31,0.36,0.35,1.0
nug.csv,0.79,0.07,0.76,0.42
