,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,93.5,283.5,285.5,268.5
n2cms.csv,194.0,188.0,529.0,279.5
nassp.csv,196.0,185.0,253.5,182.0
nug.csv,99.0,450.0,93.5,599.5
