,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.45,0.92,0.53,0.41,0.56,0.47,0.33,0.73,0.0,0.36,0.91,0.47,0.8,0.37,0.51,0.44,0.55,0.62,0.62,0.7
bzbyte.csv,0.42,0.38,0.39,0.46,0.44,0.38,0.31,0.43,0.46,0.33,0.38,0.35,0.42,0.5,0.44,0.36,0.39,0.42,0.44,0.39
carabiner.csv,0.4,0.36,0.36,0.41,0.41,0.43,0.3,0.38,0.59,0.33,0.54,0.38,0.36,0.41,0.4,0.38,0.33,0.64,0.44,0.43
chipster.csv,0.39,0.79,0.54,0.57,0.51,0.62,0.33,0.7,0.79,0.5,0.9,0.55,0.83,0.46,0.73,0.71,0.78,0.8,0.77,0.43
continuum-ide.csv,0.75,0.56,0.86,0.91,0.95,0.5,0.62,0.53,0.5,0.51,0.89,0.94,0.86,0.41,0.0,0.83,0.86,0.67,0.7,0.88
ctrlr.csv,0.75,0.0,0.9,0.83,0.5,0.0,0.5,0.93,0.95,0.83,0.92,0.86,0.0,0.67,0.0,0.83,0.5,0.0,0.0,0.8
galaxium.csv,0.41,0.56,0.66,0.5,0.62,0.43,0.53,0.53,0.67,0.55,0.88,0.62,0.92,0.64,0.62,0.82,0.7,0.92,0.71,0.75
ingex.csv,0.64,0.91,0.97,0.72,0.86,0.54,0.82,0.71,0.52,0.92,0.9,0.94,0.61,0.6,0.5,0.56,0.9,0.86,0.86,0.64
itext.csv,0.55,0.64,0.62,0.5,0.67,0.53,0.52,0.53,0.87,0.67,0.86,0.44,0.95,0.46,0.41,0.5,0.5,0.67,0.64,0.64
jgnash.csv,0.92,0.8,0.93,0.89,0.96,0.67,0.89,0.94,0.89,0.93,0.5,0.94,0.5,0.83,0.0,0.75,0.86,0.86,0.8,0.67
jppf-project.csv,0.39,0.41,0.4,0.46,0.44,0.43,0.32,0.4,0.45,0.35,0.36,0.38,0.34,0.42,0.45,0.38,0.51,0.41,0.45,0.41
jsr308-langtools.csv,0.4,0.34,0.42,0.41,0.38,0.37,0.31,0.38,0.48,0.34,0.38,0.42,0.32,0.36,0.56,0.39,0.55,0.77,0.41,0.42
lite.csv,0.0,0.67,0.88,0.5,0.67,0.67,0.89,0.9,0.0,0.67,0.0,0.89,0.0,0.75,0.0,0.69,0.83,0.0,0.75,0.0
octet.csv,0.43,0.63,0.85,0.82,0.91,0.59,0.48,0.54,0.95,0.68,0.93,0.96,0.88,0.54,0.83,0.56,0.89,0.92,0.7,0.9
owfs.csv,0.91,0.69,0.73,0.79,0.79,0.55,0.5,0.72,0.86,0.92,0.89,0.76,0.57,0.53,0.75,0.41,0.55,0.67,0.73,0.8
sidekar.csv,0.5,0.36,0.39,0.49,0.41,0.38,0.32,0.39,0.77,0.38,0.65,0.43,0.43,0.4,0.59,0.45,0.48,0.63,0.47,0.42
stemkit.csv,0.0,0.75,0.89,0.67,0.94,0.5,0.0,0.8,0.94,0.0,0.8,0.91,0.93,0.5,0.0,0.5,0.75,0.8,0.5,0.89
ta3d.csv,0.47,0.36,0.4,0.49,0.45,0.43,0.38,0.39,0.48,0.48,0.39,0.39,0.35,0.52,0.46,0.47,0.36,0.42,0.5,0.44
tigermud.csv,0.92,0.34,0.38,0.68,0.63,0.5,0.38,0.44,0.89,0.39,0.67,0.44,0.36,0.6,0.48,0.39,0.35,0.44,0.58,0.89
utgb.csv,0.83,0.54,0.67,0.92,0.69,0.45,0.38,0.48,0.96,0.75,0.94,0.86,0.74,0.65,0.88,0.59,0.63,0.73,0.67,0.7
