,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.66,0.85,0.7,0.63,0.53,0.54,0.45,0.09,0.95,0.89,0.84,0.39,0.97,0.47,0.74,0.72,0.69,0.74,0.81,0.87
bzbyte.csv,0.82,0.91,0.82,0.95,0.79,0.62,0.96,0.64,0.86,0.88,0.92,0.91,0.9,0.79,0.87,0.84,0.02,0.97,0.7,0.51
carabiner.csv,1.0,0.58,0.57,0.58,0.43,0.36,0.74,0.65,0.91,0.93,0.67,0.57,0.77,0.49,0.67,0.44,0.62,0.0,0.63,0.68
chipster.csv,0.67,0.8,0.01,0.64,0.52,0.73,0.6,0.65,0.96,0.6,1.01,0.45,0.97,0.53,0.74,0.77,0.76,0.73,0.81,0.76
continuum-ide.csv,0.75,0.69,0.83,0.88,0.77,0.59,0.06,0.52,1.0,0.65,1.01,0.9,0.9,0.43,1.0,0.94,0.88,0.91,0.81,0.84
ctrlr.csv,1.0,1.0,0.96,0.97,1.0,1.0,1.0,1.0,0.1,0.99,0.85,0.94,1.0,0.97,1.0,1.01,0.96,1.0,0.97,0.96
galaxium.csv,0.6,0.58,0.72,0.64,0.51,0.34,0.71,0.49,1.0,0.68,0.84,0.09,0.88,0.65,0.6,0.68,0.75,0.89,0.93,0.92
ingex.csv,0.89,0.78,0.86,0.59,0.53,0.64,0.79,0.64,0.75,0.89,0.68,0.72,0.03,0.66,0.71,0.6,0.87,0.96,0.9,0.79
itext.csv,0.71,0.77,0.7,0.67,0.48,0.6,0.59,0.5,0.78,0.74,1.0,0.52,0.91,0.03,0.68,0.54,0.73,0.81,0.91,0.76
jgnash.csv,0.93,0.95,0.9,0.91,0.08,0.93,0.84,0.84,0.91,0.84,0.83,0.72,0.93,0.68,1.0,0.69,0.88,0.82,0.92,0.77
jppf-project.csv,0.98,0.93,0.84,0.9,0.91,0.95,1.0,0.86,1.0,0.0,0.99,0.85,0.95,1.0,0.96,0.9,0.77,0.87,0.61,1.0
jsr308-langtools.csv,0.77,0.72,0.61,0.65,0.56,0.0,0.66,0.51,0.78,0.61,0.9,0.51,0.81,0.45,0.49,0.56,0.68,0.69,0.76,0.63
lite.csv,1.0,0.91,0.91,0.97,0.96,0.9,0.84,0.88,1.0,0.97,1.0,0.83,1.0,0.94,1.0,0.13,0.89,1.0,0.95,0.97
octet.csv,0.87,0.69,0.83,0.72,0.88,0.6,0.65,0.6,0.9,0.7,0.85,0.8,0.75,0.76,0.14,0.51,0.94,0.88,0.81,0.91
owfs.csv,0.09,0.66,0.74,0.83,0.91,0.63,0.52,0.66,0.96,0.87,0.84,0.67,0.54,0.57,0.72,0.59,0.68,0.96,0.64,0.92
sidekar.csv,0.49,0.75,0.62,0.02,0.5,0.27,0.77,0.58,0.87,0.59,0.73,0.52,0.47,0.6,0.63,0.44,0.64,0.62,0.65,0.88
stemkit.csv,1.0,0.91,0.97,0.99,0.97,1.0,1.0,1.0,0.79,0.99,0.17,0.95,0.85,1.0,1.0,1.0,1.02,0.96,1.0,0.89
ta3d.csv,0.65,0.89,0.76,0.73,0.77,0.7,0.9,0.85,0.72,0.53,0.88,0.81,0.82,0.85,0.87,0.76,0.89,0.95,0.67,0.03
tigermud.csv,1.03,0.89,0.8,0.7,0.6,0.63,0.86,0.9,0.8,1.02,0.65,0.94,0.94,0.88,0.87,0.94,0.89,0.83,0.1,0.85
utgb.csv,0.75,0.0,0.72,0.85,0.79,0.61,0.49,0.5,0.71,0.78,1.02,0.76,0.7,0.67,0.44,0.72,0.76,0.54,0.83,0.78
