,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.65,0.19,0.53,0.21,0.22,0.2,0.41,0.0,0.0,0.88,0.14,0.2,0.08,0.23,0.61,0.63,0.11,0.55,0.24,0.25
bzbyte.csv,0.77,0.81,0.8,0.95,0.72,0.6,0.95,0.61,0.81,0.88,0.86,0.91,0.76,0.73,0.86,0.83,0.0,0.96,0.67,0.44
carabiner.csv,1.0,0.52,0.44,0.37,0.35,0.3,0.74,0.6,0.49,0.88,0.44,0.47,0.76,0.43,0.51,0.44,0.5,0.0,0.19,0.38
chipster.csv,0.56,0.19,0.01,0.16,0.33,0.5,0.49,0.31,0.44,0.25,0.14,0.25,0.1,0.3,0.18,0.24,0.17,0.25,0.48,0.5
continuum-ide.csv,0.17,0.19,0.17,0.08,0.1,0.15,0.0,0.24,0.03,0.25,0.12,0.14,0.08,0.2,0.02,0.12,0.0,0.02,0.14,0.12
ctrlr.csv,0.08,0.03,0.07,0.11,0.01,0.05,0.05,0.09,0.0,0.25,0.15,0.06,0.02,0.07,0.0,0.15,0.0,0.02,0.0,0.19
galaxium.csv,0.58,0.26,0.26,0.16,0.26,0.05,0.28,0.2,0.05,0.0,0.1,0.0,0.16,0.07,0.2,0.15,0.22,0.2,0.19,0.06
ingex.csv,0.62,0.1,0.2,0.13,0.12,0.1,0.18,0.29,0.75,0.12,0.11,0.09,0.0,0.43,0.0,0.27,0.11,0.12,0.14,0.19
itext.csv,0.46,0.35,0.29,0.37,0.19,0.2,0.36,0.3,0.17,0.25,0.1,0.39,0.3,0.03,0.37,0.37,0.44,0.25,0.38,0.25
jgnash.csv,0.21,0.1,0.08,0.08,0.0,0.05,0.15,0.06,0.12,0.0,0.01,0.09,0.0,0.03,0.0,0.17,0.0,0.06,0.1,0.06
jppf-project.csv,0.94,0.9,0.82,0.89,0.9,0.95,1.0,0.86,1.0,0.0,0.99,0.85,0.94,1.0,0.96,0.9,0.67,0.86,0.57,1.0
jsr308-langtools.csv,0.75,0.58,0.44,0.39,0.43,0.0,0.64,0.47,0.58,0.5,0.6,0.4,0.78,0.37,0.24,0.49,0.33,0.12,0.43,0.44
lite.csv,0.02,0.0,0.02,0.0,0.01,0.0,0.15,0.02,0.0,0.0,0.0,0.03,0.0,0.07,0.02,0.0,0.0,0.0,0.1,0.0
octet.csv,0.87,0.39,0.26,0.21,0.28,0.45,0.38,0.47,0.29,0.25,0.18,0.21,0.3,0.63,0.0,0.2,0.22,0.18,0.57,0.31
owfs.csv,0.02,0.03,0.29,0.08,0.21,0.0,0.23,0.14,0.1,0.0,0.11,0.15,0.14,0.13,0.04,0.44,0.33,0.04,0.48,0.12
sidekar.csv,0.33,0.61,0.49,0.0,0.46,0.25,0.77,0.55,0.17,0.5,0.29,0.49,0.42,0.47,0.27,0.29,0.28,0.2,0.24,0.81
stemkit.csv,0.0,0.03,0.07,0.05,0.1,0.1,0.0,0.03,0.2,0.0,0.0,0.1,0.2,0.07,0.02,0.05,0.22,0.08,0.1,0.25
ta3d.csv,0.46,0.87,0.75,0.71,0.74,0.7,0.85,0.84,0.68,0.38,0.88,0.78,0.82,0.8,0.86,0.71,0.89,0.92,0.67,0.0
tigermud.csv,0.25,0.87,0.72,0.55,0.44,0.55,0.85,0.84,0.36,1.0,0.42,0.84,0.94,0.77,0.86,0.93,0.89,0.82,0.1,0.19
utgb.csv,0.17,0.0,0.36,0.05,0.33,0.35,0.33,0.37,0.34,0.0,0.22,0.14,0.26,0.17,0.08,0.49,0.44,0.22,0.24,0.12
