,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.78,0.56,0.8,0.49,0.61
chrysalis.csv,0.51,0.58,0.56,0.85,0.68
mobicents.csv,0.44,0.67,0.52,0.64,0.67
snakeyaml.csv,0.17,0.56,0.72,0.05,0.49
xamj.csv,0.68,0.49,0.72,0.45,0.68
