,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.23,0.82,0.58,0.54,0.82,0.3,0.1,0.83,0.91,0.6,0.31,0.71,0.78,0.65,0.86,0.6,0.63
arm-webradio.csv,0.4,0.91,0.25,0.48,0.82,0.55,0.19,0.67,0.96,0.73,0.0,0.42,0.31,0.46,0.86,0.85,0.97
bwapi.csv,0.91,0.55,1.0,0.89,0.45,0.95,1.0,0.39,0.24,0.73,1.0,0.85,0.77,0.96,0.28,0.77,0.49
co-ode-owl-plugins.csv,0.57,0.64,0.58,0.89,0.82,0.6,0.24,0.72,0.93,0.93,0.06,0.4,0.28,0.92,0.56,0.77,0.94
firebreath.csv,0.49,0.91,0.75,0.8,0.8,0.65,0.38,0.33,0.94,0.73,0.25,0.59,0.61,0.58,0.33,0.37,0.54
frogatto.csv,0.57,0.55,0.92,0.8,0.59,0.72,0.95,0.44,0.57,0.47,1.0,0.74,0.75,1.0,0.53,0.28,0.57
gretl.csv,0.77,0.55,0.75,0.65,0.95,0.57,0.38,0.78,0.65,1.0,0.19,0.75,0.49,1.0,0.97,0.94,0.66
jasperreports.csv,0.37,0.27,1.0,0.65,0.34,0.82,0.95,0.33,0.19,0.2,1.0,0.65,0.76,0.96,0.14,0.12,0.03
konversation.csv,0.4,0.45,0.75,0.46,0.5,0.65,0.29,0.56,0.17,0.73,0.31,0.47,0.32,1.0,0.42,0.14,0.29
linuxsh.csv,0.43,0.82,0.58,0.3,0.75,0.27,0.0,0.72,0.96,0.67,0.0,0.24,0.16,0.08,0.67,0.67,0.49
moviesandbox.csv,0.86,0.45,0.92,0.57,0.7,0.67,0.1,0.72,0.69,0.8,0.06,0.26,0.24,0.62,0.47,0.28,0.34
ontomorphtab.csv,0.69,1.0,0.92,0.83,0.93,0.8,0.67,0.28,0.87,0.73,0.38,0.74,0.9,0.96,0.78,0.26,0.86
opengs.csv,0.17,0.55,0.58,0.65,0.7,0.35,0.1,0.06,0.74,0.53,0.0,0.39,0.36,0.38,0.47,0.41,0.29
scite-ru.csv,0.86,0.64,0.75,0.83,0.89,0.65,0.52,0.89,0.91,1.0,0.88,0.54,0.53,1.0,0.92,0.98,0.8
tokratan.csv,0.34,0.45,0.58,0.52,0.64,0.32,0.05,0.11,0.28,0.47,0.12,0.65,0.45,0.88,0.22,0.1,0.4
vrjuggler.csv,0.57,0.0,0.67,0.04,0.52,0.12,0.19,0.78,0.33,0.33,0.62,0.0,0.01,0.5,0.56,0.32,0.03
xuggle.csv,0.34,0.73,0.5,0.72,0.73,0.55,0.67,0.22,0.81,0.6,0.19,0.61,0.75,0.69,0.69,0.83,0.63
