,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.62,0.51,0.51,0.42,0.7,0.32,0.97,0.46,0.5,0.64,0.89,0.8,0.88
emono.csv,0.5,0.46,0.67,0.43,0.53,0.38,0.58,0.31,0.42,0.54,0.56,0.4,0.54
freedom-erp.csv,0.82,0.76,0.89,0.73,0.0,0.0,0.9,0.35,0.86,0.64,0.4,0.89,0.46
haggle.csv,0.47,0.64,0.59,0.62,0.5,0.8,0.95,0.8,0.92,0.82,0.83,0.83,0.92
jbpm.csv,0.75,0.74,0.75,0.8,0.92,0.0,0.75,0.87,0.0,0.73,0.0,0.5,0.0
jgossipforum.csv,0.51,0.85,0.73,0.51,0.46,0.8,0.93,0.8,0.95,0.75,0.47,0.35,0.53
joustsim.csv,0.5,0.52,0.58,0.41,0.49,0.83,0.49,0.82,0.59,0.67,0.43,0.38,0.48
log4net.csv,0.4,0.77,0.94,0.85,0.93,0.44,0.97,0.61,0.0,0.36,0.5,0.75,0.75
madman.csv,0.46,0.74,0.61,0.91,0.54,0.81,0.61,0.88,0.98,0.63,0.53,0.6,0.67
mediate.csv,0.44,0.58,0.68,0.59,0.49,0.51,0.69,0.52,0.57,0.67,0.89,0.46,0.72
pustefix.csv,0.9,0.86,0.57,0.68,0.96,0.83,0.71,0.95,0.97,0.67,0.54,0.9,0.93
synecdoche.csv,0.56,0.47,0.46,0.49,0.95,0.47,0.61,0.31,0.61,0.48,0.4,0.61,0.43
tmva.csv,0.44,0.44,0.46,0.52,0.48,0.45,0.51,0.31,0.54,0.52,0.41,0.63,0.54
