,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,40.0,28.0,4.0,0.0,2.0,0.0,0.0,102.0,31.0,5.0,0.0,0.0
emono.csv,5.0,1.0,45.0,4.0,0.0,2.0,0.0,1.0,149.0,34.0,15.0,2.0,0.0
freedom-erp.csv,1.0,0.0,5.0,1.0,114.0,68.0,0.0,0.0,2.0,1.0,19.0,1.0,0.0
haggle.csv,1.0,0.0,15.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,4.0,0.0,1.0
jbpm.csv,2.0,2.0,133.0,0.0,0.0,68.0,0.0,2.0,224.0,10.0,56.0,0.0,121.0
jgossipforum.csv,8.0,4.0,133.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0
joustsim.csv,3.0,1.0,33.0,2.0,0.0,1.0,0.0,15.0,30.0,1.0,19.0,11.0,4.0
log4net.csv,1.0,9.0,4.0,2.0,0.0,0.0,1.0,1.0,224.0,3.0,4.0,0.0,0.0
madman.csv,4.0,39.0,30.0,5.0,0.0,0.0,0.0,0.0,59.0,9.0,2.0,0.0,0.0
mediate.csv,5.0,1.0,45.0,15.0,0.0,2.0,0.0,1.0,82.0,20.0,4.0,1.0,0.0
pustefix.csv,0.0,5.0,22.0,0.0,0.0,1.0,0.0,0.0,224.0,70.0,10.0,0.0,0.0
synecdoche.csv,0.0,64.0,7.0,1.0,2.0,0.0,0.0,0.0,90.0,36.0,22.0,0.0,0.0
tmva.csv,0.0,17.0,23.0,3.0,3.0,0.0,1.0,1.0,116.0,32.0,15.0,0.0,0.0
