,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.63,0.46,0.78,0.29,0.46,0.0,0.24,0.49,0.64,0.46,0.14,0.5,0.38
emono.csv,0.45,0.34,0.79,0.23,0.49,0.47,0.52,0.24,0.27,0.28,0.61,0.51,0.69
freedom-erp.csv,0.14,0.45,0.38,0.35,0.0,0.0,0.06,0.72,0.24,0.41,0.52,0.12,0.37
haggle.csv,0.41,0.6,0.37,0.47,0.66,0.3,0.12,0.02,0.24,0.41,0.15,0.17,0.13
jbpm.csv,0.14,0.77,0.0,0.16,0.19,0.0,0.02,0.29,0.0,0.11,0.0,0.04,0.0
jgossipforum.csv,0.28,0.22,0.0,0.57,0.4,0.27,0.16,0.05,0.98,0.41,0.76,0.48,0.34
joustsim.csv,0.4,0.78,0.36,0.48,0.65,0.12,0.43,0.14,0.92,0.91,0.73,0.35,0.53
log4net.csv,0.55,0.27,0.98,0.2,0.11,0.59,0.17,0.37,0.0,0.73,0.73,0.12,0.35
madman.csv,0.52,0.36,0.62,0.16,0.51,0.24,0.32,0.06,0.23,0.65,0.86,0.32,0.32
mediate.csv,0.29,0.58,0.62,0.42,0.4,0.63,0.27,0.5,0.71,0.45,0.29,0.51,0.28
pustefix.csv,0.07,0.51,0.37,0.6,0.21,0.06,0.56,0.15,0.0,0.0,0.5,0.42,0.29
synecdoche.csv,0.42,0.57,0.64,0.48,0.19,0.54,0.52,0.54,0.23,0.49,0.36,0.65,0.09
tmva.csv,0.69,0.46,0.59,0.43,0.48,0.55,0.74,0.0,0.52,0.36,0.64,0.48,0.65
