,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.35,0.38,0.35,0.4,0.36,0.38,0.34,0.45,0.31,0.32,0.33
gstreamer.csv,0.43,0.43,0.39,0.44,0.48,0.46,0.45,0.44,0.38,0.41,0.45
ktc.csv,0.42,0.43,0.46,0.5,0.83,0.75,0.49,0.4,0.43,0.42,0.48
mbse.csv,0.45,0.64,0.48,0.47,0.62,0.64,0.55,0.42,0.47,0.66,0.6
nebuladevice.csv,0.53,0.67,0.0,0.54,0.7,0.52,0.96,0.75,0.57,0.0,0.64
neoengine.csv,0.73,0.45,0.36,0.53,0.9,0.46,0.57,0.53,0.43,0.4,0.44
openmalaria.csv,0.33,0.35,0.37,0.4,0.35,0.41,0.35,0.38,0.31,0.3,0.31
rtrt-on-gpu.csv,0.46,0.44,0.37,0.51,0.5,0.71,0.47,0.55,0.36,0.41,0.44
salasaga.csv,0.45,0.39,0.35,0.68,0.49,0.48,0.81,0.38,0.71,0.33,0.38
skia.csv,0.46,0.45,0.39,0.47,0.94,0.82,0.41,0.47,0.42,0.61,0.48
xemeiah.csv,0.44,0.39,0.34,0.91,0.53,0.45,0.52,0.37,0.64,0.33,0.4
