,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.94,0.68,0.59,0.66,0.79,0.91,0.27,0.58,0.87,0.64,0.8
gstreamer.csv,0.58,0.64,0.68,0.74,0.74,0.78,0.43,0.61,0.57,0.42,0.57
ktc.csv,0.34,0.45,0.43,0.53,0.77,0.81,0.63,0.53,0.62,0.45,0.58
mbse.csv,0.57,0.61,0.41,0.44,0.72,0.64,0.63,0.52,0.44,0.69,0.61
nebuladevice.csv,0.63,0.79,1.0,0.6,0.82,0.98,0.81,0.96,0.36,1.0,0.77
neoengine.csv,0.68,0.45,0.99,0.5,0.9,0.88,0.66,0.98,0.6,0.91,0.66
openmalaria.csv,0.82,0.51,0.61,0.32,0.52,0.67,0.36,0.52,0.76,0.55,0.72
rtrt-on-gpu.csv,0.61,0.6,0.96,0.51,0.59,0.37,0.88,0.92,0.72,0.75,0.54
salasaga.csv,0.51,0.6,0.64,0.7,0.59,0.48,0.98,0.45,0.7,0.67,0.79
skia.csv,0.5,0.65,0.54,0.45,0.78,0.62,0.49,0.51,0.74,0.76,0.48
xemeiah.csv,0.49,0.67,0.79,0.81,0.36,0.48,0.89,0.48,0.72,0.7,0.72
