,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.69,0.21,0.32,0.32,0.44,0.98,1.0,0.46,0.43,0.16,1.0
avisynth2.csv,0.06,0.02,0.0,0.05,0.03,0.05,0.05,0.01,0.07,0.0,0.0
coot.csv,0.0,0.31,0.71,0.85,0.84,0.02,0.61,0.36,0.72,0.24,0.4
dsworkbench.csv,0.19,0.0,0.04,0.02,0.09,0.21,0.0,0.17,0.06,0.16,0.16
freelords.csv,0.38,0.48,0.46,0.1,0.88,0.48,0.32,0.4,0.88,0.38,0.51
gephex.csv,1.0,0.85,0.46,0.71,0.53,0.44,0.32,0.76,0.53,0.95,1.0
jas.csv,0.19,0.44,0.29,0.1,0.31,0.15,0.37,0.37,0.11,0.46,0.35
jpaul.csv,0.88,0.08,0.29,0.29,0.5,0.31,0.1,0.35,0.38,0.22,0.16
ngl.csv,0.81,0.83,0.68,0.68,0.69,0.37,0.8,0.34,0.67,0.54,0.56
scenemonitor.csv,0.62,0.25,0.11,0.24,0.16,0.02,0.37,0.45,0.26,0.41,0.19
synecdoche.csv,0.75,0.31,0.68,0.27,0.66,0.19,0.46,0.37,0.52,0.22,0.19
