,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.55,0.59,0.63,0.28,0.42,0.09,0.0,0.37,0.71,0.06,0.0
avisynth2.csv,0.24,0.0,0.04,0.15,0.12,0.99,0.0,0.0,0.0,0.0,0.0
coot.csv,0.0,0.27,0.45,0.45,0.43,0.0,0.51,0.53,0.35,0.73,0.5
dsworkbench.csv,0.8,0.15,0.07,0.07,0.18,0.0,0.24,0.07,0.43,0.1,0.12
freelords.csv,0.64,0.46,0.63,0.63,0.4,0.63,0.38,0.6,0.37,0.67,0.48
gephex.csv,0.0,0.44,0.71,0.6,0.57,0.0,0.69,0.47,0.28,0.21,0.0
jas.csv,0.21,0.51,0.32,0.28,0.23,0.7,0.35,0.56,0.88,0.35,0.2
jpaul.csv,0.39,0.31,0.41,0.84,0.54,0.0,0.09,0.25,0.72,0.14,0.09
ngl.csv,0.53,0.44,0.57,0.62,0.61,0.89,0.48,0.65,0.66,0.71,0.5
scenemonitor.csv,0.67,0.39,0.44,0.62,0.77,0.0,0.4,0.64,0.14,0.23,0.17
synecdoche.csv,0.56,0.42,0.66,0.51,0.55,0.0,0.55,0.4,0.28,0.56,0.69
