,id,count_recall,count_precision,count_pf,cdom_score,bellwether
57,2,1,2,2,1,mclient-mume.csv
52,3,1,3,8,8,jam-daq.csv
50,4,2,2,8,11,jsecurity.csv
58,5,1,1,2,1,matrex.csv
24,6,5,5,5,12,neodatis-odb.csv
19,7,2,5,7,11,jmoney.csv
28,8,4,3,9,11,piccolo2d.csv
17,9,1,6,7,7,forester-atv.csv
18,11,1,0,1,0,atunes.csv
53,12,2,1,3,3,fluent-nhibernate.csv
59,14,1,2,2,4,gnome-jabber.csv
51,15,3,1,1,2,unflobtactical.csv
21,16,1,1,3,2,jnode.csv
26,17,3,3,3,5,playerstage.csv
16,18,3,4,7,13,superwaba.csv
27,19,0,2,1,3,qmmp.csv
15,20,4,4,6,11,openmeetings.csv
29,21,0,5,10,9,jfreereport.csv
60,22,8,4,6,11,acegisecurity.csv
49,23,3,4,19,18,crux-framework.csv
25,28,2,0,3,4,jaql.csv
20,29,3,3,5,9,geogebra.csv
39,30,1,1,3,2,exordium.csv
34,31,2,7,15,15,wishmaster.csv
6,32,4,9,15,17,fbmanager.csv
14,33,1,5,7,8,x-ray-mule.csv
7,35,1,7,12,12,quark.csv
33,36,1,3,9,9,ftm.csv
40,37,0,6,13,12,omseek.csv
32,38,0,13,20,19,reaper-ecad.csv
41,39,3,6,10,10,sepgsql.csv
55,40,2,3,8,11,k3d.csv
46,41,3,4,8,9,riff-evolve.csv
22,42,3,2,6,7,adaptagrams.csv
31,43,2,6,12,12,etics.csv
30,44,1,3,7,6,gabel.csv
23,45,6,3,8,13,n2cms.csv
45,46,2,3,5,9,liferea.csv
56,47,4,3,6,7,jcae.csv
47,48,1,2,4,5,zoolib.csv
54,49,1,4,7,6,kindb.csv
3,50,9,3,4,14,applet2app.csv
10,51,4,11,14,18,jstock.csv
38,53,1,1,1,0,xcf.csv
37,54,5,1,2,8,jcl.csv
42,55,6,5,9,13,moving-pictures.csv
9,56,2,2,1,2,x4x.csv
5,57,2,3,17,18,gtad.csv
11,58,0,2,7,10,zact.csv
1,59,1,0,2,1,jrdf.csv
13,60,2,6,14,17,opennms.csv
0,61,6,1,4,9,chaosrts.csv
36,62,0,1,1,0,silvertree.csv
43,63,5,4,14,19,psrchive.csv
44,64,7,2,3,9,stajistics.csv
35,65,1,4,7,6,mecat.csv
2,66,2,4,12,13,brlcad.csv
12,67,1,8,11,10,alembik.csv
4,68,7,9,9,19,zildo.csv
8,69,6,7,6,13,olex2.csv
48,70,4,1,3,5,l2j.csv
