,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.32,0.1,0.23,0.0,0.03,0.0
exl.csv,0.71,0.63,0.71,0.0,0.58,0.23
opennms.csv,0.25,0.17,0.21,0.0,0.08,0.0
phet.csv,0.52,0.28,0.15,1.0,0.2,0.46
runuomondains.csv,0.57,0.46,0.62,0.0,0.15,0.46
