,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.32,0.04,0.65,0.53,0.0,0.51
exl.csv,0.4,0.36,0.42,0.71,0.17,0.84
opennms.csv,0.55,0.12,0.33,0.1,0.0,0.0
phet.csv,0.42,0.47,0.15,0.72,0.0,0.26
runuomondains.csv,0.29,0.21,0.56,0.44,0.52,0.84
