,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.36,0.03,0.67,0.36,0.0,0.34
exl.csv,0.75,0.65,0.6,0.55,0.5,0.78
opennms.csv,0.64,0.1,0.27,0.05,0.0,0.0
phet.csv,0.64,0.58,0.1,0.57,0.0,0.17
runuomondains.csv,0.43,0.29,0.8,0.29,0.75,0.83
