,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.67,0.34,0.21,0.23,0.59,0.49,0.38,0.6,0.52,0.63,0.59,0.47,0.76,0.76,0.72,0.75,0.69,0.56
cornerstone.csv,0.51,0.26,0.14,0.28,0.35,0.32,0.0,0.28,0.03,0.0,0.72,0.55,0.33,0.48,0.1,0.73,0.5,0.39
emeraldemu.csv,0.54,0.3,0.16,0.24,0.27,0.27,0.44,0.64,0.44,0.69,0.57,0.13,0.41,0.05,0.65,0.16,0.66,0.13
grafx2.csv,0.65,0.32,0.18,0.4,0.51,0.49,0.46,0.59,0.49,0.7,0.6,0.52,0.74,0.78,0.83,0.84,0.68,0.63
jahshakafx.csv,0.71,0.35,0.2,0.3,0.47,0.39,0.42,0.62,0.56,0.55,0.6,0.47,0.74,0.74,0.74,0.78,0.69,0.56
kindb.csv,0.66,0.3,0.16,0.31,0.59,0.52,0.55,0.54,0.55,0.61,0.61,0.12,0.81,0.43,0.73,0.91,0.71,0.13
maya-work-in-progress.csv,0.53,0.3,0.18,0.38,0.88,0.71,0.41,0.51,0.56,0.75,0.7,0.49,0.84,0.72,0.74,0.86,0.7,0.46
netatalk.csv,0.47,0.27,0.14,0.22,0.42,0.57,0.46,0.49,0.54,0.57,0.51,0.38,0.6,0.67,0.77,0.7,0.65,0.57
novembre.csv,0.51,0.3,0.2,0.2,0.15,0.4,0.65,0.43,0.53,0.61,0.5,0.4,0.23,0.32,0.73,0.68,0.62,0.34
ns-3.csv,0.47,0.3,0.09,0.31,0.48,0.73,0.43,0.29,0.46,0.54,0.56,0.43,0.75,0.61,0.62,0.78,0.71,0.42
nullc.csv,0.46,0.21,0.11,0.23,0.79,0.57,0.48,0.51,0.47,0.38,0.63,0.42,0.73,0.56,0.73,0.67,0.72,0.34
open-beos.csv,0.64,0.32,0.22,0.31,0.61,0.56,0.51,0.53,0.63,0.6,0.44,0.43,0.7,0.67,0.78,0.81,0.71,0.48
planeshift.csv,0.51,0.23,0.12,0.22,0.8,0.68,0.41,0.54,0.56,0.65,0.63,0.46,0.79,0.73,0.78,0.82,0.7,0.49
plee-the-bear.csv,0.66,0.29,0.29,0.06,0.63,0.6,0.39,0.38,0.54,0.7,0.62,0.5,0.69,0.6,0.55,0.66,0.6,0.43
reaper-ecad.csv,0.56,0.34,0.2,0.43,0.48,0.21,0.38,0.49,0.35,0.06,0.31,0.0,0.53,0.42,0.54,0.42,0.64,0.24
sbml.csv,0.58,0.32,0.14,0.32,0.58,0.65,0.43,0.49,0.6,0.55,0.72,0.47,0.79,0.75,0.78,0.83,0.7,0.45
unimrcp.csv,0.64,0.23,0.16,0.31,0.54,0.47,0.44,0.55,0.51,0.72,0.65,0.55,0.73,0.66,0.79,0.84,0.69,0.57
unladen-swallow.csv,0.35,0.3,0.21,0.06,0.21,0.4,0.36,0.38,0.43,0.53,0.41,0.53,0.49,0.57,0.26,0.55,0.64,0.54
