,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.74,0.41,0.45,0.54,0.64,0.57,0.55,0.65,0.57,0.39,0.49,0.5,0.99,0.53,0.36,0.66,0.65
blogentis.csv,0.48,0.47,0.62,0.59,0.58,0.11,0.93,0.22,0.58,0.26,0.35,0.43,0.58,0.41,0.54,0.44,0.67
bochs.csv,0.27,0.48,0.76,0.51,0.75,0.37,0.39,0.2,0.98,0.45,0.0,0.47,0.66,0.47,0.21,0.54,0.64
galaxium.csv,0.0,0.54,0.12,0.26,0.02,0.58,0.33,0.32,0.04,0.41,0.0,0.19,0.48,0.95,0.56,0.14,0.11
gisgraphy.csv,0.0,0.58,0.44,0.43,0.41,0.58,0.29,0.42,0.36,0.1,0.42,0.36,0.47,0.2,0.24,0.43,0.93
haphazard.csv,0.7,0.14,0.41,0.16,0.27,0.31,0.05,0.17,0.37,1.0,0.3,0.27,0.22,0.34,0.16,0.51,0.53
ipfire-wall.csv,0.28,0.34,0.31,0.37,0.43,0.41,0.46,0.3,0.44,0.44,1.0,0.44,0.23,0.47,0.58,0.22,0.26
jmri.csv,0.52,0.57,0.52,0.97,0.3,0.56,0.25,0.45,0.48,0.41,0.49,0.4,0.43,0.6,0.42,0.68,0.4
jvcl.csv,0.0,1.0,0.0,0.43,0.0,0.11,0.35,0.26,0.01,0.42,0.0,0.0,0.47,0.0,0.45,0.0,0.53
kaffeine.csv,0.22,0.0,0.72,0.42,0.98,0.43,0.52,0.05,0.38,0.0,0.29,0.27,0.0,0.59,0.5,0.0,0.35
m-a-d-n-e-s-s.csv,0.0,0.55,0.33,0.61,0.19,0.64,0.48,0.54,0.23,0.41,0.56,0.97,0.66,0.38,0.61,0.59,0.72
magicwars.csv,0.0,0.3,0.0,0.21,0.0,0.57,0.27,0.96,0.17,0.5,0.0,0.38,0.13,0.3,0.79,0.0,0.28
nh3d.csv,1.0,0.0,0.15,0.01,0.15,0.0,0.05,0.05,0.07,0.0,0.2,0.1,0.12,0.07,0.22,0.06,0.0
opentibia.csv,0.85,0.56,1.0,0.37,0.74,0.47,0.61,0.44,0.37,0.46,0.3,0.38,0.56,0.44,0.69,0.38,0.26
sarasvati.csv,0.0,0.42,0.41,0.09,0.22,0.85,0.0,0.2,0.12,0.0,0.31,0.31,0.06,0.32,0.01,0.15,0.0
smartgwt.csv,0.0,0.49,0.47,0.58,0.28,0.41,0.25,0.43,0.47,0.35,0.56,0.48,0.46,0.56,0.98,0.63,0.65
tweetsharp.csv,0.79,0.6,0.48,0.59,0.62,0.66,0.51,0.27,0.64,0.17,0.44,0.51,0.56,0.5,0.41,0.98,0.31
