,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,4.0,0.0,1.0,0.0,3.0,1.0,0.0,7.0,0.0,119.0,3.0,1.0
gdis.csv,1.0,1.0,21.0,0.0,1.0,16.0,7.0,11.0,0.0,119.0,5.0,1.0
kml.csv,3.0,1.0,67.0,1.0,0.0,2.0,0.0,11.0,1.0,44.0,7.0,1.0
ppcboot.csv,1.0,1.0,19.0,0.0,2.0,3.0,1.0,20.0,0.0,119.0,6.0,0.0
repositorium.csv,4.0,7.0,5.0,0.0,1.0,0.0,0.0,11.0,0.0,59.0,0.0,0.0
rsyslog.csv,0.0,4.0,7.0,0.0,2.0,3.0,0.0,4.0,0.0,22.0,0.0,0.0
simplewebservices.csv,4.0,16.0,20.0,0.0,0.0,1.0,0.0,18.0,1.0,37.0,1.0,0.0
ultimairis.csv,1.0,7.0,4.0,0.0,6.0,9.0,0.0,9.0,1.0,53.0,13.0,0.0
wow-qrsk.csv,0.0,1.0,0.0,0.0,3.0,96.0,2.0,7.0,0.0,35.0,7.0,0.0
wxstudio.csv,10.0,5.0,50.0,0.0,1.0,2.0,1.0,62.0,0.0,119.0,0.0,1.0
xbg.csv,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,3.0,1.0
xqilla.csv,0.0,143.0,21.0,236.0,74.0,96.0,0.0,62.0,69.0,0.0,0.0,240.0
