,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,3.0,4.0,3.0,52.0,0.0,3.0,3.0,7.0,0.0,0.0
chaosrts.csv,6.0,2.0,10.0,31.0,1.0,1.0,5.0,9.0,1.0,0.0
lazarus-ccr.csv,5.0,0.0,4.0,115.0,2.0,5.0,9.0,13.0,1.0,2.0
linuxsh.csv,2.0,0.0,0.0,26.0,0.0,3.0,3.0,2.0,0.0,1.0
migen.csv,0.0,0.0,12.0,8.0,0.0,0.0,5.0,1.0,1.0,1.0
moviesandbox.csv,2.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,1.0,2.0
sauerbraten.csv,0.0,0.0,0.0,4.0,4.0,0.0,3.0,74.0,0.0,1.0
scite-ru.csv,4.0,4.0,0.0,40.0,2.0,2.0,0.0,14.0,0.0,2.0
vrjuggler.csv,0.0,4.0,3.0,105.0,3.0,2.0,2.0,0.0,2.0,2.0
xuggle.csv,2.0,5.0,3.0,0.0,2.0,2.0,6.0,3.0,1.0,2.0
