,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.98,0.97,0.73,0.66,0.72,0.81,0.8,0.95,0.04,0.91
chaosrts.csv,0.88,0.83,0.86,0.68,0.75,0.64,0.88,0.82,0.63,0.02
lazarus-ccr.csv,0.96,0.04,0.91,0.97,1.0,0.77,0.82,0.97,1.0,0.8
linuxsh.csv,0.62,0.75,0.09,0.71,0.64,0.75,0.95,0.88,0.84,0.67
migen.csv,0.64,0.72,0.78,0.7,0.8,0.06,0.92,0.96,0.84,0.74
moviesandbox.csv,0.5,0.83,0.67,0.38,0.05,0.55,0.82,0.94,0.7,0.55
sauerbraten.csv,0.05,0.76,0.54,0.7,0.51,0.62,0.84,1.01,0.82,0.87
scite-ru.csv,0.85,0.74,0.48,0.65,0.76,0.71,0.1,0.85,0.75,0.9
vrjuggler.csv,0.69,0.9,0.83,0.7,0.78,0.69,0.83,0.06,0.86,0.96
xuggle.csv,0.89,0.85,0.82,0.09,0.62,0.83,0.8,0.9,0.78,0.74
