,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.7,0.7,0.74,0.58,0.89,0.45,0.7,0.95,0.88,0.6,0.88,0.75,0.76,0.96,0.9,0.82,0.81
amygdala.csv,0.4,0.53,0.57,0.41,0.51,0.8,0.58,0.92,0.51,0.51,0.81,0.49,0.71,0.71,0.63,0.86,0.52
chrysalis.csv,0.48,0.45,0.42,0.34,0.53,0.47,0.86,0.26,0.4,0.45,0.45,0.39,0.54,0.85,0.36,0.43,0.38
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.88,0.67,0.91,0.0,0.82,0.67,0.8,0.3,0.9,0.67,0.52,0.86,0.78,0.93,0.42,0.42,0.8
ivef-sdk.csv,0.45,0.5,0.61,0.49,0.52,0.61,0.53,0.0,0.5,0.53,0.0,0.55,0.94,0.95,0.49,0.0,0.58
jmri.csv,0.52,0.49,0.59,0.44,0.51,0.49,0.56,0.27,0.56,0.66,0.61,0.64,0.48,0.54,0.45,0.45,0.45
jython.csv,0.44,0.5,0.5,0.47,0.53,0.63,0.46,0.95,0.42,0.45,0.63,0.43,0.56,0.66,0.44,0.67,0.69
kdenlive.csv,0.44,0.44,0.47,0.4,0.43,0.89,0.5,0.26,0.41,0.53,0.39,0.43,0.5,0.45,0.43,0.38,0.36
opentibia.csv,0.41,0.43,0.72,0.43,0.95,0.67,0.81,0.28,0.61,0.39,0.59,0.5,0.45,0.6,0.86,0.58,0.86
projectfactory.csv,0.45,0.48,0.73,0.73,0.71,0.75,0.56,0.25,0.59,0.57,0.67,0.78,0.45,0.76,0.5,0.59,0.45
runuomondains.csv,0.89,0.67,0.98,0.89,0.93,0.67,0.92,0.86,0.8,0.5,0.88,0.92,0.75,0.98,0.69,0.9,0.61
somap.csv,0.42,0.44,0.39,0.4,0.4,0.43,0.43,0.26,0.38,0.4,0.43,0.36,0.43,0.46,0.33,0.37,0.4
taverna.csv,0.91,0.92,0.97,0.91,0.79,0.0,0.89,0.0,0.83,0.86,0.0,0.91,0.88,0.95,0.86,0.0,0.88
tigermud.csv,0.66,0.67,0.48,0.44,0.42,0.89,0.45,0.27,0.7,0.58,0.45,0.37,0.54,0.6,0.53,0.44,0.5
x-ray-mule.csv,0.64,0.6,0.79,0.69,0.64,0.93,0.62,0.89,0.51,0.62,0.92,0.71,0.9,0.6,0.86,0.67,0.9
