,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.74,0.42,0.36,0.6,0.32,0.93,0.0,0.08,0.14,0.63,0.42,0.17,0.29,0.19,0.0,0.37,0.27
amygdala.csv,0.36,0.17,0.32,0.55,0.51,0.03,0.49,0.02,0.51,0.0,0.25,0.17,0.05,0.28,0.0,0.16,0.46
chrysalis.csv,0.67,0.17,0.5,0.75,0.42,0.9,0.14,0.97,0.95,0.37,0.59,0.83,0.33,0.01,0.0,0.37,0.56
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.05,0.0,0.13,0.0,0.15,0.1,0.11,0.84,0.14,0.09,0.59,0.0,0.1,0.08,0.0,0.0,0.19
ivef-sdk.csv,0.56,0.25,0.63,0.65,0.72,0.0,0.69,0.0,0.72,0.43,0.02,1.0,0.48,0.52,1.0,0.0,0.62
jmri.csv,0.49,0.67,0.02,0.6,0.55,0.77,0.77,0.93,0.4,0.6,0.44,0.17,1.0,0.54,1.0,0.53,0.63
jython.csv,0.87,0.92,0.69,0.85,0.72,0.13,0.89,0.0,0.86,0.77,0.59,1.0,0.71,0.72,1.0,0.47,0.56
kdenlive.csv,0.03,0.5,0.39,0.65,0.74,0.1,0.43,0.97,0.53,0.46,0.56,0.0,0.43,0.46,0.0,0.74,0.77
opentibia.csv,0.85,0.0,0.42,0.9,0.26,0.03,0.23,0.93,0.47,0.71,0.54,0.5,0.62,0.37,0.0,0.47,0.23
projectfactory.csv,0.26,0.17,0.25,0.25,0.25,0.53,0.69,0.89,0.02,0.37,0.22,0.33,0.52,0.28,0.0,0.26,0.6
runuomondains.csv,0.05,0.0,0.13,0.05,0.17,0.1,0.26,0.02,0.07,0.06,0.0,0.17,0.19,0.33,1.0,0.16,0.35
somap.csv,1.0,1.0,0.98,0.95,0.96,1.0,0.91,1.0,0.95,0.97,1.0,0.17,1.0,1.0,0.0,1.0,0.94
taverna.csv,0.15,0.08,0.09,0.2,0.0,0.0,0.29,0.0,0.21,0.09,0.0,0.0,0.14,0.15,0.0,0.0,0.15
tigermud.csv,0.85,0.25,0.65,0.65,0.75,0.03,0.71,0.95,0.4,0.51,0.92,0.83,0.05,0.37,1.0,0.74,0.58
x-ray-mule.csv,0.28,0.25,0.42,0.0,0.55,0.0,0.37,0.04,0.72,0.34,0.2,0.33,0.43,0.79,0.0,0.42,0.19
