,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.51,0.72,0.43,0.73,0.4,0.81,1.0,0.42,0.09,0.5,0.06,0.41,0.54,0.07,0.29,0.4,0.19
amygdala.csv,0.67,0.57,0.47,0.68,0.46,0.11,0.31,0.53,0.55,0.96,0.08,0.68,0.62,0.38,0.49,0.2,0.29
chrysalis.csv,0.71,0.51,0.52,0.55,0.28,0.56,0.1,0.22,0.63,0.56,0.28,0.89,0.25,0.96,0.86,0.57,0.26
cme.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.15,0.07,0.3,0.0,0.16,0.0,0.05,0.22,0.16,0.0,0.28,0.18,0.32,0.19,0.62,0.97,0.0
ivef-sdk.csv,0.74,0.73,0.52,0.82,0.51,1.0,0.67,0.0,0.59,0.64,0.0,0.69,0.27,0.08,0.78,0.06,0.2
jmri.csv,0.66,0.84,0.97,0.47,0.4,0.64,0.52,0.18,0.56,0.51,0.34,0.54,0.68,0.33,0.67,0.7,0.23
jython.csv,0.78,0.8,0.62,0.78,0.47,0.94,0.64,1.0,0.64,0.65,0.13,0.83,0.72,0.22,0.83,0.53,0.0
kdenlive.csv,0.98,0.71,0.49,0.44,0.37,0.16,0.32,0.2,0.62,0.54,0.22,0.68,0.56,0.38,0.65,0.71,0.2
opentibia.csv,0.78,1.0,0.32,0.67,0.33,0.8,0.63,0.12,0.31,0.73,0.1,0.61,0.72,0.25,0.39,0.53,0.21
projectfactory.csv,0.63,0.51,0.39,0.44,0.33,0.09,0.25,0.21,0.97,0.5,0.38,0.36,0.61,0.36,0.55,0.48,0.11
runuomondains.csv,0.18,0.07,0.21,0.41,0.29,0.0,0.13,0.28,0.09,0.0,1.0,0.28,0.0,0.03,0.41,0.33,0.0
somap.csv,0.76,0.93,0.63,0.66,0.5,0.82,0.67,0.23,0.64,0.69,0.21,0.99,0.77,0.29,0.94,0.78,0.11
taverna.csv,0.12,0.25,0.12,0.34,0.94,0.0,0.35,0.0,0.45,0.18,0.0,0.27,0.23,0.08,0.39,0.0,0.0
tigermud.csv,0.44,0.62,0.46,0.61,0.49,0.21,0.7,0.22,0.38,0.53,0.23,0.88,0.86,0.19,0.72,0.69,0.21
x-ray-mule.csv,0.42,0.41,0.34,0.98,0.42,0.62,0.12,0.19,0.54,0.57,0.0,0.6,0.43,0.2,0.22,0.48,0.0
